Ticker,Date,Price,sell_price,sell_date,closest_above,Earnings Offset Closest,average_duration,total_days_below_threshold,63d %,daily delta,Pwin,date_number_buy,date_number_sell
COKE,2022-09-23,413.52,439.93,2022-10-04,-23,-27.0,9.0,92.0,-0.2915902900313502,-0.0196998790982149,80.6122,2198,2205.0
UPS,2022-09-23,164.33,178.19,2022-11-11,-23,-22.0,5.0,20.0,-0.2115818260327208,-0.02102942928631,100.0,2198,2233.0
VAC,2022-09-23,122.46,131.16,2022-10-04,-27,-26.0,1.0,8.0,-0.2013825485848441,-0.0319367588932807,80.2198,2198,2205.0
RUSHB,2022-09-23,31.58,33.7133,2022-10-03,-25,-22.0,2.0,14.0,-0.2066662144814818,-0.0287051760356531,90.0,2198,2204.0
ICLR,2022-09-23,190.84,201.76,2022-11-03,-26,-28.0,8.0,69.0,-0.2289292929292928,-0.00094230970579,90.3226,2198,2227.0
IFF,2022-09-23,96.73,102.4,2022-11-29,-25,-31.0,4.0,12.0,-0.2422841923860252,-0.0095228343231619,90.9091,2198,2244.0
NOVT,2022-09-23,119.98,127.87,2022-10-24,-24,-32.0,8.0,67.0,-0.2385123127697385,-0.0155083285468121,86.8421,2198,2219.0
MPW,2022-09-23,12.48,13.12,2022-11-30,-24,-24.0,7.0,54.0,-0.2761020881670533,-0.0333075135553834,80.8511,2198,2245.0
ATSG,2022-09-23,23.61,25.61,2022-10-03,-12,-29.0,10.0,64.0,-0.2851952770208901,-0.048751007252216,92.3077,2198,2204.0
CSTM,2022-09-23,10.41,11.25,2022-10-04,-8,-23.0,6.0,81.0,-0.3036789297658863,-0.0423183072677092,81.25,2198,2205.0
URI,2022-09-23,263.37,277.02,2022-09-28,-26,-23.0,6.0,30.0,-0.2238071380153841,-0.0362279064661322,90.9091,2198,2201.0
AAP,2022-09-23,160.5,168.86,2022-10-11,-24,22.0,5.0,32.0,-0.2356414896656824,-0.0219974407409665,81.5385,2198,2210.0
FLT,2022-09-23,184.2,194.6,2022-11-10,-20,-28.0,12.0,36.0,-0.2205154246540561,-0.0298114400084273,100.0,2198,2232.0
SEE,2022-09-23,45.4,47.76,2022-10-28,-20,-27.0,3.0,3.0,-0.262148545424996,-0.005040543502082,87.5,2198,2223.0
SITC,2022-09-23,11.3,12.13,2022-10-25,-24,-22.0,8.0,26.0,-0.2686084142394821,-0.0224913494809688,85.0575,2198,2220.0
NVMI,2022-09-23,87.49,92.7,2023-01-20,-20,-29.0,10.0,104.0,-0.2062239158047542,-0.007712373823296,90.3846,2198,2279.0
OMF,2022-09-23,30.97,32.97,2022-10-04,-25,-23.0,10.0,80.0,-0.2655916528337682,-0.0070535428021802,88.0342,2198,2205.0
SHOO,2022-09-23,27.75,29.97,2022-10-25,-43,-28.0,5.0,67.0,-0.2129892229154849,-0.0170031880977683,86.9048,2198,2220.0
NOW,2022-09-23,377.04,411.55,2022-10-04,-9,-23.0,6.0,98.0,-0.2695854320030996,-0.0256609039460423,93.8776,2198,2205.0
MGA,2022-09-23,50.11,53.9,2022-10-25,-25,-30.0,12.0,111.0,-0.2326186830015313,-0.0440671499427699,90.1235,2198,2220.0
IP,2022-09-23,33.1,35.14,2022-11-10,-9,-24.0,2.0,6.0,-0.2641173855046687,-0.0209997042295179,89.5833,2198,2232.0
FN,2022-09-23,92.21,97.87,2022-10-03,-25,28.0,7.0,59.0,-0.2142309331060928,-0.0199808693803805,86.9565,2198,2204.0
ARW,2022-09-26,92.23,98.54,2022-10-04,-35,-28.0,2.0,4.0,-0.2804088320199733,-0.0112564322469982,80.0,2199,2205.0
ENV,2022-09-26,46.49,49.57,2022-10-28,-26,-31.0,7.0,103.0,-0.231697240125599,-0.0036433776253749,82.5,2199,2223.0
HST,2022-09-26,15.52,16.55,2022-09-28,-26,-27.0,18.0,36.0,-0.2061381074168798,-0.0189633375474084,93.4426,2199,2201.0
EQT,2022-09-26,39.38,41.75,2022-10-03,-8,-22.0,5.0,38.0,-0.2217391304347825,-0.0455647115850701,85.9259,2199,2204.0
ALSN,2022-09-26,32.63,34.75,2022-09-28,-37,-22.0,0.0,0.0,-0.2206830666348219,-0.0242224880382774,96.1538,2199,2201.0
WELL,2022-09-26,65.77,70.06,2022-11-10,-30,-30.0,8.0,8.0,-0.2382441510308085,-0.0140908409533803,81.5789,2199,2232.0
ICLR,2022-09-26,183.73,197.26,2022-10-04,-10,-27.0,8.0,69.0,-0.2576565656565657,-0.0372563403898554,87.5,2199,2205.0
AMT,2022-09-26,221.37,232.81,2023-01-13,-27,-23.0,16.0,16.0,-0.2136615515771525,-0.0325160613609545,100.0,2199,2275.0
AIN,2022-09-26,77.5,81.62,2022-10-03,-29,-20.0,0.0,0.0,-0.2026748971193416,-0.0142457389977105,93.4783,2199,2204.0
URI,2022-09-26,260.01,277.02,2022-09-28,-27,-22.0,12.0,72.0,-0.2337095871032389,-0.0127577172798725,89.8876,2199,2201.0
KIM,2022-09-26,18.04,19.34,2022-10-04,-25,-23.0,16.0,48.0,-0.2397808680994522,-0.0409356725146198,93.1034,2199,2205.0
AGO,2022-09-26,46.2,49.43,2022-10-03,-37,-30.0,0.0,0.0,-0.2150866462793067,-0.0414937759336099,83.3333,2199,2204.0
AL,2022-09-26,30.11,31.9,2022-09-28,-10,-28.0,10.0,82.0,-0.2677529182879377,-0.0453392517438173,92.0,2199,2201.0
ALLY,2022-09-26,28.51,30.82,2022-10-04,-21,-17.0,9.0,95.0,-0.227371273712737,-0.0448911222780569,87.0968,2199,2205.0
LUV,2022-09-26,31.37,33.19,2022-10-04,-28,-23.0,7.0,79.0,-0.2440963855421686,-0.0212168486739467,93.4211,2199,2205.0
FRT,2022-09-26,88.03,93.55,2022-10-04,-25,-28.0,0.0,0.0,-0.2211113077331445,-0.0264322052643221,94.1176,2199,2205.0
KKR,2022-09-26,43.66,47.39,2022-10-04,-26,-26.0,19.0,119.0,-0.2409596662030598,-0.0052403736614263,81.9149,2199,2205.0
POWI,2022-09-26,64.88,69.32,2022-10-05,-26,-27.0,6.0,79.0,-0.2382294235059293,-0.0087089381207029,85.9649,2199,2206.0
AZN,2022-09-26,53.02,57.04,2022-10-04,-20,-33.0,0.0,0.0,-0.2232639906240844,-0.0285818981311835,90.0,2199,2205.0
WFG,2022-09-26,70.34,75.31,2022-10-03,-17,-22.0,4.0,39.0,-0.3103245416217275,-0.0113843991567111,86.4583,2199,2204.0
OTTR,2022-09-26,64.55,68.7,2022-10-28,-25,-25.0,0.0,0.0,-0.2101076847772883,-0.0092095165003838,85.7143,2199,2223.0
ITT,2022-09-26,66.52,71.13,2022-10-04,-28,-28.0,19.0,78.0,-0.2021110711287034,-0.0056801195814649,83.6364,2199,2205.0
CRI,2022-09-26,67.61,72.81,2022-10-04,-28,-24.0,5.0,23.0,-0.2079428303655107,-0.0164387547279604,100.0,2199,2205.0
BN,2022-09-26,34.4947,37.8335,2022-11-11,-30,31.0,2.0,7.0,-0.2056963774189685,-0.0260219164621938,100.0,2199,2233.0
UPS,2022-09-26,161.75,172.32,2022-11-10,-21,-21.0,6.0,34.0,-0.2239600825217099,-0.0157001156210065,96.4286,2199,2232.0
CUBE,2022-09-26,39.71,41.87,2022-10-28,-25,-23.0,11.0,56.0,-0.2173827355143871,-0.013416149068323,96.7742,2199,2223.0
DOOR,2022-09-26,66.34,72.0,2022-09-28,-10,-30.0,10.0,94.0,-0.2913907284768212,-0.0404975412207115,85.1351,2199,2201.0
XRX,2022-09-26,13.84,14.66,2022-10-04,-21,-21.0,11.0,100.0,-0.2806652806652806,-0.0341939986043265,87.8788,2199,2205.0
ESNT,2022-09-26,35.06,38.02,2022-10-04,-26,-29.0,1.0,1.0,-0.20750452079566,-0.026111111111111,91.6667,2199,2205.0
SHO,2022-09-26,9.63,10.16,2022-10-13,-26,-31.0,2.0,11.0,-0.2119476268412438,-0.0173469387755101,93.75,2199,2212.0
SSNC,2022-09-26,48.71,51.28,2022-10-04,-25,-23.0,11.0,57.0,-0.2242395285873546,-0.015561843168957,93.1818,2199,2205.0
DAL,2022-09-26,28.02,29.49,2022-09-28,-28,-13.0,11.0,91.0,-0.2071307300509338,-0.0344589937973811,87.8378,2199,2201.0
PKG,2022-09-26,112.92,119.25,2022-10-27,-10,-20.0,0.0,0.0,-0.2253018660812293,-0.00921295077652,93.5484,2199,2222.0
RBC,2022-09-26,208.32,220.76,2022-10-04,-30,-33.0,8.0,41.0,-0.2135009627364368,-0.019116677653263,97.2222,2199,2205.0
OLN,2022-09-26,42.6,45.11,2022-10-03,-10,-22.0,12.0,89.0,-0.2700479780671693,-0.0337945112270356,81.1688,2199,2204.0
KW,2022-09-26,15.54,16.39,2022-10-26,-25,-27.0,12.0,37.0,-0.25,-0.0489596083231335,92.6829,2199,2221.0
CNC,2022-09-26,77.71,83.63,2022-10-25,-29,-21.0,0.0,0.0,-0.2006788726599465,-0.012704865963664,88.5714,2199,2220.0
TRMB,2022-09-26,55.44,58.79,2022-10-04,-21,-27.0,7.0,72.0,-0.2290362953692115,-0.0166725789286982,90.6667,2199,2205.0
EXR,2022-09-26,169.78,179.47,2022-10-04,-26,-26.0,4.0,14.0,-0.2105091839107185,-0.0170786777050887,100.0,2199,2205.0
GNW,2022-09-26,3.5,3.68,2022-09-28,-21,-26.0,14.0,102.0,-0.2117117117117117,-0.0223463687150837,86.4865,2199,2201.0
BANF,2022-09-26,92.35,100.71,2022-10-21,-25,-18.0,5.0,40.0,-0.2108860975818166,-0.0124050903646669,93.3333,2199,2218.0
HPQ,2022-09-26,24.96,26.64,2022-10-04,-19,18.0,6.0,48.0,-0.2941176470588235,-0.0153846153846154,85.0,2199,2205.0
SXT,2022-09-26,70.51,74.23,2022-11-23,-28,-19.0,11.0,44.0,-0.2081087151841868,-0.0069014084507041,86.4865,2199,2241.0
MTX,2022-09-26,50.74,54.1,2022-10-17,-21,-23.0,0.0,0.0,-0.2444907683144728,-0.0215966062475896,89.0625,2199,2214.0
EQNR,2022-09-26,31.67,33.58,2022-09-28,-19,-24.0,3.0,10.0,-0.2448736289938006,-0.0149300155520993,91.7808,2199,2201.0
GPRE,2022-09-26,27.07,28.93,2022-09-27,-8,-28.0,7.0,120.0,-0.3271190653740988,-0.0209764918625677,83.871,2199,2200.0
BKNG,2022-09-26,1669.25,1759.04,2022-10-04,-25,-27.0,5.0,78.0,-0.224088278743096,-0.0003772726183918,95.6522,2199,2205.0
BC,2022-09-26,66.2,70.21,2022-10-04,-25,-23.0,13.0,79.0,-0.2337076050468803,-0.0107591153616257,88.3333,2199,2205.0
NOW,2022-09-26,370.1,388.85,2022-09-28,-10,-22.0,6.0,98.0,-0.2830298333979077,-0.0184065351156376,92.0,2199,2201.0
FN,2022-09-26,91.08,96.48,2022-09-28,-26,29.0,6.0,61.0,-0.223860247123988,-0.012254636156599,85.7143,2199,2201.0
FIS,2022-09-26,77.59,82.14,2022-10-26,-24,-28.0,7.0,56.0,-0.2548737155478727,-0.0336280981442271,81.4815,2199,2221.0
TAP,2022-09-26,47.49,50.57,2022-10-25,-39,-26.0,14.0,28.0,-0.2051882845188284,-0.003984899328859,82.3529,2199,2220.0
TNL,2022-09-26,35.55,37.56,2022-10-04,-21,-23.0,6.0,90.0,-0.2589118198874297,-0.0030846887268648,89.3333,2199,2205.0
LAMR,2022-09-26,82.59,88.63,2022-10-04,-26,-29.0,14.0,43.0,-0.2203341829510053,-0.0191211401425177,95.8333,2199,2205.0
HI,2022-09-26,36.7,39.49,2022-10-04,-25,-37.0,2.0,4.0,-0.2362122788761705,-0.0275569687334392,88.6792,2199,2205.0
HR,2022-09-26,21.29,,,-25,-32.0,13.0,13.0,-0.2358219669777459,-0.0282975810132359,82.6087,2199,
PSEC,2022-09-26,6.53,6.86,2022-10-18,-28,19.0,0.0,0.0,-0.2017114914425427,-0.0354505169867059,97.0588,2199,2215.0
FLT,2022-09-26,180.49,194.6,2022-11-10,-21,-27.0,9.0,38.0,-0.2362151411281791,-0.0201411509229098,97.561,2199,2232.0
APO,2022-09-26,48.87,51.93,2022-10-04,-29,-27.0,8.0,76.0,-0.2051073519843851,-0.0147177419354839,100.0,2199,2205.0
QCOM,2022-09-26,119.74,126.02,2022-11-15,-26,-27.0,8.0,93.0,-0.2317464391120237,-0.0119646835547487,87.3418,2199,2235.0
SPG,2022-09-26,87.36,92.53,2022-09-28,-25,-26.0,7.0,91.0,-0.2459214501510573,-0.0312707917498337,88.3333,2199,2201.0
CIGI,2022-09-26,95.47,101.8,2022-10-04,-10,-26.0,11.0,68.0,-0.2813158687142427,-0.0386668009263921,90.4762,2199,2205.0
OSK,2022-09-26,70.68,77.29,2022-10-04,-28,-23.0,8.0,56.0,-0.2103675566975756,-0.0175145954962467,83.3333,2199,2205.0
B,2022-09-26,28.18,30.3,2022-10-03,-26,-24.0,14.0,87.0,-0.2068674359696032,-0.0073969707643536,84.3137,2199,2204.0
FAF,2022-09-26,45.1,47.58,2022-10-03,-20,-23.0,8.0,53.0,-0.2390754175805635,-0.0383795309168443,86.1111,2199,2204.0
MODG,2022-09-26,19.28,20.28,2022-09-28,-26,-28.0,4.0,104.0,-0.2284913965586233,-0.0218163368848299,87.3016,2199,2201.0
BNS,2022-09-26,49.02,51.81,2022-11-10,-24,23.0,2.0,5.0,-0.2285174693106704,-0.0376914016489987,96.0,2199,2232.0
WU,2022-09-26,13.48,14.45,2022-10-04,-37,-26.0,6.0,31.0,-0.2167344567112143,-0.0385164051355205,92.5926,2199,2205.0
IFF,2022-09-26,96.28,101.37,2022-11-25,-26,-30.0,4.0,12.0,-0.2458091806360645,-0.0046521244701747,86.9565,2199,2242.0
LBTYK,2022-09-26,16.85,17.84,2022-10-04,-17,-26.0,2.0,6.0,-0.2820622070728589,-0.0349369988545246,80.3922,2199,2205.0
POOL,2022-09-26,311.93,329.14,2022-09-28,-26,-18.0,6.0,75.0,-0.2137870195337113,-0.0018878791757326,83.3333,2199,2201.0
SUZ,2022-09-26,7.86,8.73,2022-10-03,-30,-23.0,9.0,119.0,-0.2052578361981799,-0.0284301606922126,84.4037,2199,2204.0
LBTYA,2022-09-26,15.98,16.94,2022-10-04,-17,-26.0,2.0,20.0,-0.287561301827909,-0.0321017565112053,81.0345,2199,2205.0
SEE,2022-09-26,44.31,47.26,2022-10-17,-10,-26.0,3.0,3.0,-0.2798634812286689,-0.0240088105726871,84.8485,2199,2214.0
AN,2022-09-26,105.36,112.43,2022-09-28,-28,-23.0,2.0,5.0,-0.2047701713336855,-0.0149588631264023,88.2353,2199,2201.0
JLL,2022-09-26,151.59,167.99,2022-10-04,-40,-27.0,19.0,77.0,-0.2049614517228719,-0.0114125472805529,90.2778,2199,2205.0
WMS,2022-09-26,119.63,129.27,2022-10-03,-28,-28.0,4.0,19.0,-0.2172348360923903,-0.0219115362603221,84.7458,2199,2204.0
TDG,2022-09-26,531.44,563.52,2022-10-04,-27,-33.0,3.0,23.0,-0.2154245895830872,-0.0167804480953173,92.8571,2199,2205.0
PH,2022-09-26,239.98,252.26,2022-10-03,-26,-28.0,4.0,4.0,-0.2208441558441558,-0.0189681955686371,96.0,2199,2204.0
VTR,2022-09-26,41.51,44.86,2022-11-10,-30,-28.0,1.0,1.0,-0.2281517292673857,-0.0442090720699976,81.4286,2199,2232.0
SITC,2022-09-26,10.86,11.41,2022-10-17,-10,-21.0,8.0,26.0,-0.2970873786407767,-0.0389380530973452,84.0909,2199,2214.0
DD,2022-09-26,50.05,54.72,2022-10-04,-28,-31.0,10.0,50.0,-0.2017543859649123,-0.0135987386677178,84.8485,2199,2205.0
FNV,2022-09-26,111.58,117.78,2022-09-28,-63,-30.0,4.0,40.0,-0.2007163323782235,-0.0223429422588276,90.625,2199,2201.0
NAVI,2022-09-26,13.1,13.92,2022-09-28,-21,-21.0,9.0,83.0,-0.2392566782810684,-0.0068233510235026,83.1683,2199,2201.0
SKY,2022-09-26,50.91,55.2,2022-09-28,-26,-26.0,14.0,119.0,-0.2675873974967632,-0.0248994445508523,89.6552,2199,2201.0
ORCL,2022-09-26,63.45,66.64,2022-10-05,-26,10.0,16.0,64.0,-0.2020875251509053,-0.0170410534469402,88.8889,2199,2206.0
IRM,2022-09-26,44.73,47.58,2022-10-04,-5,-28.0,1.0,1.0,-0.2088786699681641,-0.0401287553648069,100.0,2199,2205.0
LYV,2022-09-26,73.78,77.77,2022-09-28,-8,-28.0,19.0,76.0,-0.255048465266559,-0.0197954032150923,83.0189,2199,2201.0
ZD,2022-09-26,69.36,73.42,2022-10-04,-28,-31.0,8.0,26.0,-0.2128021790943139,-0.0274817722938865,92.8571,2199,2205.0
MPWR,2022-09-26,367.35,394.01,2022-10-04,-18,-23.0,4.0,105.0,-0.315768886902101,-0.0104783967244909,85.4167,2199,2205.0
UGI,2022-09-26,33.64,35.33,2022-10-31,-37,37.0,20.0,60.0,-0.2275545350172215,-0.0132003520093869,93.3333,2199,2224.0
BLK,2022-09-26,584.65,635.94,2022-10-25,-26,-13.0,7.0,79.0,-0.2277464435256978,-0.0113968785403879,84.6154,2199,2220.0
SMCI,2022-09-26,52.15,55.65,2022-09-28,-7,-26.0,19.0,57.0,-0.2987763883286272,-0.0239565787011042,90.2439,2199,2201.0
SKX,2022-09-26,32.95,34.94,2022-10-05,-28,-21.0,6.0,44.0,-0.2067886374578718,-0.0285966981132075,91.8182,2199,2206.0
EVR,2022-09-26,80.49,84.72,2022-10-03,-25,-22.0,4.0,69.0,-0.235249406175772,-0.0146896804994491,88.2353,2199,2204.0
UHS,2022-09-26,89.89,95.8,2022-10-04,-32,-21.0,12.0,96.0,-0.2019708806818182,-0.0202724795640326,86.0465,2199,2205.0
AAP,2022-09-26,157.68,167.83,2022-10-04,-23,23.0,5.0,32.0,-0.2490713401276311,-0.0175700934579439,80.303,2199,2205.0
IQV,2022-09-26,186.08,197.65,2022-10-25,-21,-22.0,4.0,34.0,-0.2504632240393135,-0.0176846328459061,84.2105,2199,2220.0
NVMI,2022-09-26,87.06,92.7,2023-01-20,-21,-28.0,10.0,104.0,-0.2101252041371801,-0.0049148474111325,88.6792,2199,2279.0
PAG,2022-09-26,96.54,107.01,2022-09-28,-19,-22.0,0.0,0.0,-0.2224548969072164,-0.0381588123941416,95.122,2199,2201.0
RHP,2022-09-26,73.62,77.98,2022-10-04,-26,-25.0,1.0,5.0,-0.2180562931492299,-0.0305504345535948,90.0,2199,2205.0
ROIC,2022-09-26,13.89,14.6,2022-11-01,-21,-21.0,4.0,17.0,-0.24633749321758,-0.0400829302004146,90.9091,2199,2225.0
RLJ,2022-09-26,10.24,11.1,2022-10-17,-21,-27.0,6.0,51.0,-0.2369597615499254,-0.0357815442561204,86.5854,2199,2214.0
RUSHB,2022-09-26,31.4467,33.7133,2022-10-03,-26,-21.0,2.0,18.0,-0.2100148969897027,-0.004221025965801,88.5246,2199,2204.0
FCX,2022-09-26,26.5,27.86,2022-09-28,-21,-18.0,7.0,72.0,-0.2025278362925067,-0.0067466266866567,80.4878,2199,2201.0
DRH,2022-09-26,7.31,7.7,2022-09-28,-10,-28.0,7.0,59.0,-0.2660642570281125,-0.0253333333333334,88.0,2199,2201.0
AY,2022-09-26,28.0,29.56,2023-03-31,-21,-32.0,5.0,65.0,-0.2185319564610661,-0.0394511149228129,81.25,2199,2328.0
PBA,2022-09-26,30.33,32.19,2022-10-03,-21,-28.0,3.0,23.0,-0.2056050288108958,-0.0300607611128878,90.7407,2199,2204.0
PCH,2022-09-26,39.5,42.17,2022-10-03,-28,-20.0,1.0,2.0,-0.2050714429462667,-0.0225191784211827,86.6667,2199,2204.0
UFPI,2022-09-26,68.36,72.34,2022-09-28,-21,-18.0,4.0,29.0,-0.2586487365795467,-0.0178160919540228,87.5,2199,2201.0
SNX,2022-09-26,84.2,89.66,2022-10-25,-26,-1.0,1.0,2.0,-0.2099089800131368,-0.0164700385468986,100.0,2199,2220.0
KMT,2022-09-26,20.55,21.8,2022-10-03,-21,-25.0,9.0,103.0,-0.2559739319333816,-0.010592200288878,80.0,2199,2204.0
KLAC,2022-09-26,303.57,327.29,2022-10-04,-26,-22.0,5.0,48.0,-0.2361097131353799,-0.0131014304291288,88.8889,2199,2205.0
BYD,2022-09-26,46.22,48.75,2022-10-03,-28,-21.0,11.0,23.0,-0.2073400788886984,-0.0170140365801787,91.8919,2199,2204.0
IP,2022-09-26,31.77,33.54,2022-10-18,-9,-23.0,2.0,6.0,-0.2936860827034236,-0.0401812688821753,87.7551,2199,2215.0
FLS,2022-09-26,24.69,26.7,2022-10-04,-10,-25.0,10.0,73.0,-0.2983802216538789,-0.0020210185933708,87.5,2199,2205.0
IRT,2022-09-26,16.74,17.71,2022-11-10,-25,-22.0,13.0,65.0,-0.2569906790945407,-0.041785918717802,89.3617,2199,2232.0
SHOO,2022-09-26,26.75,28.11,2022-09-28,-26,-27.0,6.0,81.0,-0.2400568181818182,-0.036036036036036,85.8824,2199,2201.0
RYN,2022-09-26,30.49,32.03,2022-10-05,-39,-27.0,3.0,6.0,-0.2032923961327412,-0.0311407689863362,89.4737,2199,2206.0
BX,2022-09-26,83.16,93.52,2022-10-04,-21,-18.0,7.0,93.0,-0.2355915065722953,-0.0040718562874252,89.5522,2199,2205.0
ADI,2022-09-26,140.82,150.85,2022-10-04,-28,27.0,1.0,3.0,-0.2171882817277224,-0.0077508455467868,94.1176,2199,2205.0
GLW,2022-09-26,29.89,31.53,2022-10-04,-28,-21.0,7.0,14.0,-0.2037826318593499,-0.0138568129330253,94.2857,2199,2205.0
CVCO,2022-09-26,207.27,228.84,2022-10-04,-21,-28.0,8.0,106.0,-0.2767212199462608,-0.0043712172158708,87.8378,2199,2205.0
COF,2022-09-26,91.3,99.87,2022-10-04,-28,-23.0,6.0,75.0,-0.2111629514428892,-0.0264448709746214,94.5946,2199,2205.0
BLDR,2022-09-26,52.89,58.46,2022-09-28,-25,-31.0,5.0,91.0,-0.2788382874284156,-0.0230882896195049,87.2727,2199,2201.0
EMN,2022-09-26,71.4,77.38,2022-10-04,-10,-23.0,5.0,28.0,-0.2993818074771857,-0.0177465951300039,85.7143,2199,2205.0
TEX,2022-09-26,29.39,30.99,2022-10-03,-26,-23.0,10.0,113.0,-0.2277982133473463,-0.0140892318014088,94.4056,2199,2204.0
CBRE,2022-09-26,69.03,73.48,2022-10-04,-26,-23.0,5.0,37.0,-0.212705291970803,-0.023068213982451,93.4783,2199,2205.0
MCO,2022-09-26,250.32,269.09,2022-10-28,-26,-21.0,4.0,29.0,-0.2249434932037032,-0.0171581137853861,90.9091,2199,2223.0
TRNO,2022-09-27,53.2,57.24,2022-10-28,-30,-26.0,1.0,4.0,-0.2014410087060942,-0.0316709137240625,100.0,2200,2223.0
BKNG,2022-09-27,1669.16,1759.04,2022-10-04,-26,-26.0,5.0,78.0,-0.2241301131327397,-5.391642953411768e-05,93.617,2200,2205.0
TPH,2022-09-27,15.07,15.86,2022-09-28,-31,-22.0,8.0,91.0,-0.2275756022552537,-0.0195185426154846,82.7586,2200,2201.0
IFF,2022-09-27,94.0,100.54,2022-11-11,-22,-29.0,4.0,12.0,-0.2636691211029296,-0.0236809306190278,83.3333,2200,2233.0
BNS,2022-09-27,48.64,51.81,2022-11-10,-25,24.0,4.0,12.0,-0.2344979540446962,-0.0077519379844961,92.3077,2200,2232.0
FAF,2022-09-27,44.97,47.58,2022-10-03,-21,-22.0,8.0,53.0,-0.2412687700354311,-0.0028824833702882,83.7838,2200,2204.0
IQV,2022-09-27,182.89,193.1,2022-10-04,-22,-21.0,4.0,34.0,-0.2633126560863611,-0.0171431642304387,80.0,2200,2205.0
ORCL,2022-09-27,62.42,65.69,2022-10-04,-26,11.0,13.0,65.0,-0.215040241448692,-0.0162332545311268,84.2105,2200,2205.0
CRI,2022-09-27,67.29,72.81,2022-10-04,-29,-23.0,11.0,57.0,-0.2116916588566072,-0.0047330276586302,98.0,2200,2205.0
EXR,2022-09-27,166.97,179.47,2022-10-04,-22,-25.0,14.0,58.0,-0.2235759125784702,-0.0165508304865119,96.2963,2200,2205.0
BANF,2022-09-27,90.64,100.71,2022-10-21,-25,-17.0,5.0,40.0,-0.2254977356233444,-0.0185165132647535,90.3226,2200,2218.0
ICUI,2022-09-27,149.44,158.15,2022-10-04,-35,-29.0,0.0,0.0,-0.2055289739500265,-0.0104621904383526,89.5833,2200,2205.0
SUI,2022-09-27,137.22,144.47,2022-11-11,-31,-19.0,1.0,3.0,-0.2007688275380045,-0.019366826270278,100.0,2200,2233.0
BN,2022-09-27,33.5489,35.8286,2022-10-04,-27,-32.0,9.0,39.0,-0.2274751540494983,-0.0274187049024922,96.1538,2200,2205.0
JLL,2022-09-27,151.51,167.99,2022-10-04,-41,-26.0,15.0,78.0,-0.2053810248072586,-0.0005277392967875,89.0411,2200,2205.0
SCI,2022-09-27,57.15,61.53,2022-10-04,-39,-25.0,0.0,0.0,-0.2381015864551393,-0.0124416796267495,86.3636,2200,2205.0
TEX,2022-09-27,29.34,30.99,2022-10-03,-27,-22.0,10.0,113.0,-0.2291119285338939,-0.0017012589316094,93.75,2200,2204.0
EQIX,2022-09-27,567.69,611.09,2022-11-04,-29,-26.0,4.0,13.0,-0.2057947089354914,-0.0238999982805756,100.0,2200,2228.0
VTR,2022-09-27,40.41,44.86,2022-11-10,-29,-27.0,6.0,12.0,-0.2486054295277056,-0.0264996386412913,80.2817,2200,2232.0
SXT,2022-09-27,69.75,73.58,2022-11-22,-27,-18.0,11.0,44.0,-0.216644204851752,-0.0107786129627004,84.2105,2200,2240.0
KW,2022-09-27,15.1,16.01,2022-09-28,-23,-26.0,12.0,37.0,-0.2712355212355212,-0.0283140283140282,90.4762,2200,2201.0
ACN,2022-09-27,256.34,274.31,2022-10-04,-29,3.0,7.0,55.0,-0.2008853419789263,-0.0046594703735344,95.0,2200,2205.0
TRMB,2022-09-27,55.25,58.79,2022-10-04,-22,-26.0,7.0,72.0,-0.2316784869976359,-0.0034271284271283,89.4737,2200,2205.0
NWG,2022-09-27,4.97,5.35,2022-10-04,-5,-23.0,6.0,27.0,-0.2882511313513204,-0.0158415841584158,81.9149,2200,2205.0
CIGI,2022-09-27,92.86,101.8,2022-10-04,-11,-25.0,11.0,68.0,-0.3009635651912075,-0.027338430920708,89.0625,2200,2205.0
WU,2022-09-27,13.45,14.45,2022-10-04,-38,-25.0,6.0,36.0,-0.2184776292852993,-0.0022255192878338,89.2857,2200,2205.0
CNC,2022-09-27,77.3,83.63,2022-10-25,-25,-20.0,3.0,3.0,-0.2048961119111294,-0.0052760262514476,86.1111,2200,2220.0
EVR,2022-09-27,80.28,84.72,2022-10-03,-26,-21.0,4.0,69.0,-0.2372446555819477,-0.0026090197540066,86.9565,2200,2204.0
UGI,2022-09-27,32.88,34.58,2022-10-27,-26,-37.0,20.0,60.0,-0.2450057405281285,-0.0225921521997621,90.3226,2200,2222.0
SITC,2022-09-27,10.79,11.34,2022-10-04,-11,-20.0,8.0,26.0,-0.3016181229773462,-0.0064456721915285,83.1461,2200,2205.0
BLK,2022-09-27,578.6,611.44,2022-10-24,-27,-12.0,7.0,79.0,-0.235737778540954,-0.0103480714957666,82.5,2200,2219.0
EFX,2022-09-27,169.33,182.3,2022-10-04,-27,-16.0,8.0,95.0,-0.2383843835739666,-0.0231900778771271,85.1852,2200,2205.0
SYF,2022-09-27,28.11,29.86,2022-10-03,-27,-20.0,20.0,102.0,-0.222191477587161,-0.0035448422545196,91.6667,2200,2204.0
ROIC,2022-09-27,13.76,14.53,2022-10-25,-11,-20.0,4.0,17.0,-0.2533912099837222,-0.0093592512598992,88.2353,2200,2220.0
UHS,2022-09-27,87.81,92.68,2022-10-03,-30,-20.0,11.0,103.0,-0.2204367897727273,-0.0231393925909444,84.0909,2200,2204.0
