Ticker,Date,Price,sell_price,sell_date,closest_above,Earnings Offset Closest,average_duration,total_days_below_threshold,63d %,daily delta,Pwin,date_number_buy,date_number_sell
FIVE,2022-01-20,162.71,171.65,2022-02-04,-11,34.0,19.0,116.0,-0.2562168586578899,-0.0353352700539514,94.7368,2028,2039.0
LULU,2022-01-20,322.53,344.91,2022-02-01,-26,28.0,8.0,74.0,-0.3251239773179051,-0.0254419096540263,88.3721,2028,2036.0
LSCC,2022-01-20,56.08,61.06,2022-02-09,-9,-18.0,9.0,49.0,-0.3401576656077185,-0.0480393821083007,92.8571,2028,2042.0
TREX,2022-01-20,95.34,,,-9,-26.0,15.0,47.0,-0.322291725902758,-0.0427710843373493,88.0597,2028,
DECK,2022-01-20,312.15,329.26,2022-02-01,-28,-10.0,19.0,76.0,-0.2878165639972622,-0.0168503937007874,81.1594,2028,2036.0
NVDA,2022-01-20,241.5,267.05,2022-02-09,-16,-19.0,3.0,22.0,-0.2764261744966443,-0.0365819603462719,82.7586,2028,2042.0
NOVT,2022-01-20,142.63,150.08,2022-07-22,-50,-27.0,3.0,22.0,-0.2147654701607575,-0.0297938915720018,100.0,2028,2154.0
NVEE,2022-01-20,108.38,121.02,2022-03-01,-11,-26.0,20.0,100.0,-0.2153200115841298,-0.024570245702457,98.9011,2028,2055.0
CENT,2022-01-20,35.0979,36.9616,2022-02-02,-44,-9.0,2.0,22.0,-0.2135453078784619,-0.0233165812365384,82.5397,2028,2037.0
AMD,2022-01-20,121.89,128.23,2022-02-08,-16,-8.0,4.0,46.0,-0.2471743561237724,-0.0497388321509316,92.8571,2028,2041.0
RBC,2022-01-20,192.82,204.47,2022-07-14,-50,-15.0,10.0,87.0,-0.2010772736689455,-0.0200243952022768,100.0,2028,2148.0
LGIH,2022-01-20,122.33,129.55,2022-02-15,-13,-18.0,12.0,89.0,-0.2340971700475832,-0.0198702027081163,85.8586,2028,2046.0
HRI,2022-01-20,155.2,164.32,2022-02-01,-46,-15.0,17.0,120.0,-0.209735729925149,-0.0184669870984063,83.0645,2028,2036.0
HLIO,2022-01-20,79.42,,,-9,-26.0,9.0,76.0,-0.3044315992292871,-0.0360480640854472,82.3529,2028,
OLN,2022-01-20,50.15,53.33,2022-02-09,-42,-5.0,18.0,94.0,-0.2215150574355791,-0.0389037945573016,80.916,2028,2042.0
DIOD,2022-01-20,88.7,93.65,2022-02-08,-11,-14.0,14.0,59.0,-0.2109944849670877,-0.021511307225593,97.9592,2028,2041.0
AAON,2022-01-20,43.8067,49.8333,2022-11-08,-29,-26.0,3.0,40.0,-0.2102162198219833,-0.0230441570026762,100.0,2028,2230.0
ATRC,2022-01-20,61.99,65.64,2022-01-31,-41,-18.0,7.0,77.0,-0.2886160201973835,-0.0257740059720257,85.2941,2028,2035.0
CRL,2022-01-20,332.1,,,-54,-19.0,13.0,79.0,-0.2598288312382989,-0.0136034216466673,84.2105,2028,
APTV,2022-01-20,142.0,,,-53,-10.0,4.0,4.0,-0.2027846395688299,-0.0265972031806964,100.0,2028,
MXL,2022-01-20,59.99,65.13,2022-02-09,-12,-9.0,11.0,105.0,-0.2216167120799272,-0.0218490135333441,96.9388,2028,2042.0
DORM,2022-01-20,96.75,102.42,2022-05-17,-38,-22.0,15.0,61.0,-0.2114271741788246,-0.0340455271565495,90.3226,2028,2109.0
POWI,2022-01-20,78.36,83.11,2022-02-04,-33,-10.0,2.0,26.0,-0.2804407713498623,-0.0268256333830103,86.2745,2028,2039.0
TTEK,2022-01-20,141.21,152.85,2022-02-08,-29,-9.0,9.0,63.0,-0.2582729278285534,-0.0050028184892896,84.0,2028,2041.0
WIRE,2022-01-20,115.42,122.2,2022-02-09,-17,-18.0,16.0,67.0,-0.2200297337478036,-0.0055143891090815,84.6154,2028,2042.0
CDNS,2022-01-20,150.31,158.87,2022-03-18,-14,-22.0,7.0,23.0,-0.2157057135403078,-0.0186720637200494,80.0,2028,2068.0
EVR,2022-01-20,121.56,128.18,2022-02-03,-43,-9.0,21.0,86.0,-0.2550557666380684,-0.0080783353733169,86.0,2028,2038.0
EPAM,2022-01-20,486.07,,,-11,-20.0,8.0,26.0,-0.3225410807119263,-0.0160127940402445,88.4615,2028,
ORCL,2022-01-20,82.72,88.6,2023-01-11,-24,28.0,1.0,3.0,-0.2019295706705258,-0.0079155672823219,100.0,2028,2273.0
ALB,2022-01-20,217.15,236.43,2022-02-09,-36,-19.0,12.0,101.0,-0.2348484848484848,-0.0115617460967727,94.3662,2028,2042.0
BX,2022-01-20,111.56,119.04,2022-01-27,-33,-5.0,12.0,63.0,-0.2506716818914561,-0.0062355246748619,82.2222,2028,2033.0
SKY,2022-01-20,59.36,63.1,2022-01-24,-9,-9.0,13.0,110.0,-0.2924910607866509,-0.043506284241057,84.0278,2028,2030.0
ALKS,2022-01-20,24.32,25.56,2022-01-24,-53,-19.0,12.0,112.0,-0.2352201257861635,-0.0272,81.6667,2028,2030.0
XYL,2022-01-20,106.52,112.13,2022-11-15,-49,-10.0,17.0,69.0,-0.202157141787132,-0.0183393235646485,100.0,2028,2235.0
PIPR,2022-01-20,149.48,159.01,2023-02-13,-41,-15.0,15.0,92.0,-0.214874730815694,-0.0260620276257492,90.0,2028,2295.0
ALNY,2022-01-21,136.41,144.93,2022-02-01,-13,-14.0,6.0,92.0,-0.3324034649831155,-0.0137372568867037,88.961,2029,2036.0
ALB,2022-01-21,212.75,225.2,2022-02-01,-36,-18.0,12.0,101.0,-0.2503523608174771,-0.0202624913654156,93.0556,2029,2036.0
GFF,2022-01-21,22.99,24.26,2022-05-04,-16,-7.0,8.0,105.0,-0.2088781830695113,-0.0149957155098543,87.2093,2029,2100.0
MPWR,2022-01-21,397.43,422.81,2022-02-09,-16,-14.0,1.0,15.0,-0.3099814226435404,-0.0166518210609659,82.6087,2029,2042.0
ATRC,2022-01-21,61.45,65.64,2022-01-31,-42,-17.0,7.0,77.0,-0.294812944686711,-0.0087110824326503,84.466,2029,2035.0
IDXX,2022-01-21,501.96,534.23,2022-02-02,-13,-8.0,7.0,15.0,-0.2468491177529709,-0.017979066810134,92.5926,2029,2037.0
HLIO,2022-01-21,78.75,,,-10,-25.0,9.0,76.0,-0.3102995270625328,-0.0084361621757743,81.3953,2029,
MXL,2022-01-21,58.01,61.0,2022-02-02,-12,-8.0,11.0,105.0,-0.2473076424030101,-0.0330055009168195,95.9596,2029,2037.0
CRL,2022-01-21,324.66,343.08,2022-02-02,-55,-18.0,13.0,79.0,-0.2764108050280823,-0.0224028906955736,80.0,2029,2037.0
TTEK,2022-01-21,139.62,146.94,2022-02-03,-29,-8.0,9.0,63.0,-0.2666246454459502,-0.0112598257913745,80.7692,2029,2038.0
CRM,2022-01-21,218.63,232.63,2022-01-31,-36,-26.0,6.0,43.0,-0.2946509226997031,-0.0193325558446219,90.0,2029,2035.0
MRVL,2022-01-21,72.55,76.5,2022-02-08,-18,-28.0,6.0,41.0,-0.2071904709867774,-0.0169376693766937,84.2105,2029,2041.0
BX,2022-01-21,109.78,119.04,2022-01-27,-31,-4.0,12.0,63.0,-0.2626276195593766,-0.0159555396199354,80.4348,2029,2033.0
SKY,2022-01-21,58.74,63.1,2022-01-24,-10,-8.0,13.0,110.0,-0.299880810488677,-0.0104447439353099,83.4483,2029,2030.0
GMAB,2022-01-21,33.5,35.84,2022-03-16,-43,-18.0,12.0,85.0,-0.2890492359932087,-0.0258796161674905,83.6735,2029,2066.0
TREX,2022-01-21,93.35,,,-7,-25.0,15.0,47.0,-0.3364373045208986,-0.0208726662471157,86.7647,2029,
AAON,2022-01-21,43.7733,49.8333,2022-11-08,-30,-25.0,3.0,43.0,-0.2108183829216449,-0.0007624404486071,97.3684,2029,2230.0
EFX,2022-01-21,225.66,239.76,2022-01-31,-12,-13.0,13.0,39.0,-0.2403299107894294,-0.013076754865515,92.3077,2029,2035.0
ALKS,2022-01-21,24.0,25.56,2022-01-24,-52,-18.0,12.0,112.0,-0.2452830188679245,-0.0131578947368421,80.9917,2029,2030.0
PIPR,2022-01-21,148.5,156.1,2023-02-10,-42,-14.0,13.0,93.0,-0.2200220599821418,-0.0065560610115065,88.5246,2029,2294.0
FCFS,2022-01-21,69.48,73.62,2022-02-08,-54,-12.0,5.0,66.0,-0.2611654615057422,-0.0270270270270269,87.7193,2029,2041.0
DECK,2022-01-21,311.67,329.26,2022-02-01,-28,-9.0,19.0,76.0,-0.288911704312115,-0.0015377222489186,80.0,2029,2036.0
NYT,2022-01-21,39.78,42.45,2022-02-09,-52,-8.0,5.0,58.0,-0.2870967741935483,-0.023803680981595,91.8367,2029,2042.0
POWI,2022-01-21,78.16,83.11,2022-02-04,-33,-9.0,2.0,26.0,-0.282277318640955,-0.0025523226135784,84.6154,2029,2039.0
SSTK,2022-01-21,90.09,96.97,2022-01-31,-18,-14.0,10.0,43.0,-0.2784718885151369,-0.0115207373271889,90.2985,2029,2035.0
TECH,2022-01-21,91.775,100.3925,2022-02-01,-12,-7.0,4.0,14.0,-0.3008418085552126,-0.0268278458194157,80.0,2029,2036.0
ENTG,2022-01-21,120.23,128.44,2022-02-01,-30,-7.0,4.0,14.0,-0.2230694668820678,-0.0299338389543326,80.9524,2029,2036.0
LGIH,2022-01-21,120.29,128.14,2022-01-24,-14,-17.0,12.0,89.0,-0.2468695216629101,-0.0166762037112727,85.0,2029,2030.0
NVEE,2022-01-21,107.58,121.02,2022-03-01,-12,-25.0,18.0,110.0,-0.2211120764552563,-0.0073814356892415,97.8261,2029,2055.0
DPZ,2022-01-21,434.81,458.3,2022-02-01,-13,-26.0,1.0,1.0,-0.229511101660376,-0.0386052579211532,100.0,2029,2036.0
AMD,2022-01-21,118.81,128.23,2022-02-08,-13,-7.0,4.0,46.0,-0.2661972700883206,-0.0252686848798096,91.9192,2029,2041.0
BEP,2022-01-21,32.27,34.66,2022-02-09,-56,-10.0,7.0,47.0,-0.2073200687791696,-0.0203400121432906,100.0,2029,2042.0
ROL,2022-01-21,31.32,33.16,2022-03-01,-60,-3.0,3.0,14.0,-0.2036613272311213,-0.0104265402843601,100.0,2029,2055.0
DORM,2022-01-21,93.71,98.88,2022-03-09,-39,-21.0,12.0,62.0,-0.2362050696878311,-0.031421188630491,87.5,2029,2061.0
NVMI,2022-01-21,114.22,121.37,2022-02-09,-12,-23.0,6.0,19.0,-0.2236269711799892,-0.0473728106755629,100.0,2029,2042.0
NVDA,2022-01-21,233.74,246.38,2022-02-01,-12,-18.0,3.0,22.0,-0.2996764141898369,-0.0321325051759834,80.0,2029,2036.0
DIOD,2022-01-21,86.27,92.79,2022-01-31,-12,-13.0,13.0,69.0,-0.2326098558975271,-0.0273957158962796,96.0,2029,2035.0
CBRL,2022-01-21,115.46,124.83,2022-02-08,-47,-21.0,18.0,111.0,-0.2231193648230387,-0.0376729454909152,96.4286,2029,2041.0
LULU,2022-01-21,313.02,333.76,2022-01-31,-14,29.0,8.0,74.0,-0.3450231215082339,-0.0294856292437912,87.3563,2029,2035.0
MANH,2022-01-21,128.15,136.4,2022-03-02,-39,-7.0,12.0,72.0,-0.307634123939705,-0.0155181685488205,87.5,2029,2056.0
AVGO,2022-01-21,533.23,560.1,2022-01-28,-12,-28.0,6.0,38.0,-0.2091860947974134,-0.0264551230555758,100.0,2029,2034.0
ANSS,2022-01-21,325.74,347.27,2023-07-13,-17,-22.0,11.0,44.0,-0.2078692670589952,-0.0227409096363854,100.0,2029,2398.0
NOW,2022-01-21,507.74,561.08,2022-01-28,-14,-3.0,3.0,43.0,-0.2764453564761375,-0.0140970873786407,91.6667,2029,2034.0
EVR,2022-01-21,118.52,124.82,2022-01-31,-39,-8.0,21.0,86.0,-0.2685756603307825,-0.02500822639026,84.3137,2029,2035.0
CNMD,2022-01-21,124.41,135.12,2022-01-28,-49,-3.0,0.0,0.0,-0.2077310068139846,-0.0226255008248881,89.1304,2029,2034.0
ZD,2022-01-21,103.62,,,-48,-16.0,21.0,109.0,-0.2207850804632274,-0.0226372382569325,96.2963,2029,
WIRE,2022-01-21,113.43,122.2,2022-02-09,-14,-17.0,16.0,67.0,-0.2334774969590484,-0.0172413793103447,83.0189,2029,2042.0
WST,2022-01-21,367.8,393.03,2022-01-28,-14,-19.0,3.0,9.0,-0.2196715746594814,-0.0154982735083915,88.8889,2029,2034.0
PODD,2022-01-21,224.14,248.0,2022-01-31,-34,-22.0,7.0,42.0,-0.2957994281944139,-0.0352100550964187,90.5882,2029,2035.0
RBC,2022-01-21,190.4,202.3,2022-03-18,-50,-14.0,9.0,88.0,-0.2111042055106691,-0.0125505652940565,96.0,2029,2068.0
LCII,2022-01-21,118.67,127.55,2022-01-24,-5,-14.0,20.0,80.0,-0.2647915246886809,-0.0439861435591717,80.6452,2029,2030.0
SYNA,2022-01-21,197.59,210.35,2022-01-31,-6,-9.0,10.0,75.0,-0.3252859825849411,-0.0459659118342909,83.8235,2029,2035.0
FIVE,2022-01-21,159.07,169.74,2022-01-24,-12,35.0,19.0,116.0,-0.2728560980069482,-0.0223710896687359,93.5065,2029,2030.0
RBC,2022-01-24,189.93,202.3,2022-03-18,-51,-13.0,9.0,88.0,-0.2130515848353014,-0.0024684873949579,92.3077,2030,2068.0
ALB,2022-01-24,211.92,225.2,2022-02-01,-37,-17.0,12.0,101.0,-0.253276955602537,-0.0039012925969448,91.7808,2030,2036.0
NYT,2022-01-24,39.56,41.57,2022-02-02,-52,-7.0,5.0,58.0,-0.2910394265232974,-0.0055304172951231,90.0,2030,2037.0
MRVL,2022-01-24,72.09,76.5,2022-02-08,-19,-27.0,6.0,43.0,-0.2122172440170473,-0.006340454858718,82.0513,2030,2041.0
CCJ,2022-01-24,20.05,22.78,2022-02-09,-40,-12.0,7.0,99.0,-0.2862228551085796,-0.0054563492063491,81.1321,2030,2042.0
AMD,2022-01-24,116.53,122.76,2022-02-02,-14,-6.0,4.0,46.0,-0.2802791674387005,-0.0191903038464775,91.0,2030,2037.0
ASML,2022-01-24,687.42,735.93,2023-05-26,-44,3.0,3.0,18.0,-0.218058968058968,-0.0105220733234494,91.3043,2030,2367.0
PODD,2022-01-24,223.0,248.0,2022-01-31,-35,-21.0,7.0,42.0,-0.29938106757988,-0.0050861068974746,89.5349,2030,2035.0
PRGO,2022-01-24,38.16,40.16,2022-05-26,-52,-25.0,8.0,60.0,-0.2035065748278021,-0.0175077239958807,81.6901,2030,2116.0
RBC,2022-01-25,184.66,196.0,2022-03-02,-49,-12.0,9.0,88.0,-0.234887093432774,-0.0277470647080504,88.8889,2031,2056.0
NYT,2022-01-25,38.26,41.26,2022-02-01,-15,-6.0,5.0,58.0,-0.3143369175627239,-0.032861476238625,88.2353,2031,2036.0
AB,2022-01-25,45.09,48.58,2022-02-01,-49,-13.0,1.0,1.0,-0.2069996482588814,-0.0135637716035877,100.0,2031,2036.0
ALB,2022-01-25,206.01,220.74,2022-01-31,-30,-16.0,12.0,101.0,-0.2741014799154334,-0.0278878822197055,90.5405,2031,2035.0
F,2022-01-25,19.98,,,-6,-7.0,17.0,102.0,-0.2068281063914252,-0.0201078960274644,85.4545,2031,
ZTS,2022-01-25,195.25,,,-17,-15.0,4.0,14.0,-0.2096101688054082,-0.024091567951217,100.0,2031,
AMD,2022-01-25,111.13,116.78,2022-02-01,-14,-5.0,4.0,46.0,-0.313631029584337,-0.0463399982837038,90.099,2031,2036.0
CCJ,2022-01-25,20.01,22.78,2022-02-09,-41,-11.0,7.0,99.0,-0.2876468494126023,-0.0019950124688279,80.3738,2031,2042.0
IDXX,2022-01-26,466.52,507.3,2022-01-31,-14,-5.0,7.0,15.0,-0.3000240067218821,-0.0244045253978544,89.2857,2032,2035.0
ANSS,2022-01-26,318.07,340.01,2022-01-31,-17,-19.0,8.0,48.0,-0.2265210836048831,-0.01100712042536,95.6522,2032,2035.0
POOL,2022-01-26,451.26,476.25,2022-01-31,-17,-16.0,3.0,18.0,-0.2190706930864411,-0.0189786734494228,100.0,2032,2035.0
EL,2022-01-26,292.57,311.79,2022-01-31,-15,-6.0,15.0,62.0,-0.2132254074113914,-0.0055742496855987,90.0,2032,2035.0
ALB,2022-01-26,205.62,220.74,2022-01-31,-31,-15.0,12.0,101.0,-0.275475687103594,-0.001893111984855,89.3333,2032,2035.0
STLD,2022-01-26,53.12,57.61,2022-02-01,-43,2.0,11.0,78.0,-0.2129204326566898,-0.0184774575018477,88.3333,2032,2036.0
CENT,2022-01-26,34.6829,36.7189,2022-02-01,-48,-5.0,2.0,27.0,-0.222844402617191,-0.0196976805974031,81.25,2032,2036.0
ECL,2022-01-26,185.25,198.5,2023-12-13,-14,-14.0,1.0,2.0,-0.2139432256969491,-0.0192704748795594,100.0,2032,2505.0
APO,2022-01-26,63.55,68.16,2022-01-28,-63,-12.0,14.0,57.0,-0.2032347041123371,-0.009353078721746,100.0,2032,2034.0
XYL,2022-01-26,102.54,108.73,2022-11-07,-45,-6.0,12.0,76.0,-0.2319676428731929,-0.0128044671223644,95.6522,2032,2229.0
AMZN,2022-01-26,138.8725,149.5735,2022-01-31,-32,-6.0,1.0,2.0,-0.248537631964849,-0.0079543668652578,95.4545,2032,2035.0
NEE,2022-01-26,72.64,78.12,2022-01-31,-16,1.0,6.0,18.0,-0.221936589545844,-0.032756324900133,100.0,2032,2035.0
NDAQ,2022-01-26,56.5,59.7367,2022-01-31,-48,0.0,4.0,14.0,-0.2035893452940587,-0.0313184184944459,100.0,2032,2035.0
WIRE,2022-01-26,108.68,114.31,2022-02-01,-13,-14.0,16.0,67.0,-0.2655764292471955,-0.018158821935134,81.4815,2032,2036.0
ZTS,2022-01-26,189.84,199.79,2022-01-31,-17,-14.0,4.0,17.0,-0.2315103428733351,-0.0277080665813059,90.9091,2032,2035.0
RBA,2022-01-26,59.39,62.74,2022-02-09,-55,-16.0,9.0,38.0,-0.2027117733924016,-0.0124709012304622,97.0588,2032,2042.0
DSGX,2022-01-26,67.65,72.77,2022-01-31,-44,-24.0,17.0,34.0,-0.2524035805061332,-0.0017706949977864,80.0,2032,2035.0
PEGA,2022-01-26,92.83,99.22,2022-01-31,-40,-15.0,8.0,81.0,-0.2743687954350036,-0.0261225346202265,97.8261,2032,2035.0
SKY,2022-01-26,60.6,67.34,2022-01-31,-15,-5.0,13.0,110.0,-0.2777115613825983,-0.0243117050394461,84.8276,2032,2035.0
HRI,2022-01-26,152.85,164.32,2022-02-01,-49,-11.0,15.0,124.0,-0.2217017159733183,-0.0312460387881861,82.4,2032,2036.0
DORM,2022-01-26,91.52,96.36,2022-03-02,-42,-18.0,11.0,66.0,-0.2540549352025429,-0.039966432392741,84.8485,2032,2056.0
HTHT,2022-01-26,37.49,39.52,2022-01-31,-43,-39.0,13.0,107.0,-0.2247725392886682,-0.0264866268501686,97.1698,2032,2035.0
PIPR,2022-01-26,148.69,159.01,2023-02-13,-45,-11.0,13.0,93.0,-0.219024108409055,-0.0063485699010958,87.0968,2032,2295.0
SNPS,2022-01-26,288.56,310.5,2022-01-31,-16,-15.0,5.0,46.0,-0.2317154343832369,-0.0106288143728999,100.0,2032,2035.0
UHAL,2022-01-26,60.143,63.3,2022-11-30,-54,-10.0,1.0,1.0,-0.2078630227197891,-0.0140491803278688,93.75,2032,2245.0
RBC,2022-01-26,180.12,189.74,2022-02-25,-49,-11.0,9.0,88.0,-0.2536979490366687,-0.0245857251164302,85.7143,2032,2053.0
NVEE,2022-01-26,103.25,108.79,2022-02-09,-13,-22.0,18.0,110.0,-0.2524616275702288,-9.684292078249168e-05,96.7742,2032,2042.0
TTEC,2022-01-26,75.84,80.09,2022-01-31,-53,-23.0,6.0,55.0,-0.2574897199921676,-0.013270882123341,95.5556,2032,2035.0
TYL,2022-01-26,437.23,473.8,2022-01-31,-45,-15.0,2.0,8.0,-0.2081175064295286,-0.0199713094544312,100.0,2032,2035.0
TGT,2022-01-26,211.71,224.9,2022-03-02,-48,-23.0,4.0,8.0,-0.2052629603213333,-0.0138345444382336,92.3077,2032,2056.0
JHX,2022-01-26,33.03,35.22,2022-02-08,-15,-7.0,0.0,0.0,-0.2046713219359499,-0.0178412132024977,89.1892,2032,2041.0
VC,2022-01-26,100.04,105.1,2022-02-15,-49,-16.0,11.0,112.0,-0.2017872815766376,-0.0338033610198956,83.5052,2032,2046.0
AAON,2022-01-26,42.4067,49.8333,2022-11-08,-19,-22.0,3.0,47.0,-0.2354565892688767,-0.0367958534253077,94.8718,2032,2230.0
BWXT,2022-01-26,45.57,48.6,2022-02-24,-59,-18.0,19.0,78.0,-0.2089914945321992,-0.0436516264428121,100.0,2032,2052.0
HALO,2022-01-26,32.35,34.61,2022-01-31,-16,-18.0,7.0,36.0,-0.2121285923039454,-0.0351923650462272,92.3077,2032,2035.0
CBRL,2022-01-26,116.38,124.83,2022-02-08,-51,-18.0,16.0,112.0,-0.2169290808774054,-0.0233299765021819,93.1034,2032,2041.0
FIVE,2022-01-26,155.66,164.0,2022-01-31,-15,38.0,19.0,116.0,-0.288443956847687,-0.0426814268142681,93.5897,2032,2035.0
GFF,2022-01-26,22.37,23.5,2022-03-02,-15,-4.0,7.0,112.0,-0.2302133516861665,-0.0239965095986038,86.0465,2032,2056.0
JBT,2022-01-26,133.8,,,-42,-18.0,15.0,92.0,-0.2293070675652324,-0.0217152884404474,89.0909,2032,
UMC,2022-01-26,9.95,,,-34,1.0,6.0,49.0,-0.2065390749601275,-0.0177690029615006,80.4348,2032,
NOW,2022-01-26,484.42,528.69,2022-01-27,-16,0.0,3.0,43.0,-0.3096775112935174,-0.0215318736365839,88.8889,2032,2033.0
FTNT,2022-01-26,54.23,59.448,2022-01-31,-17,-6.0,10.0,52.0,-0.2625180188756223,-0.0065946143982416,82.7586,2032,2035.0
MORN,2022-01-26,265.72,287.41,2022-01-31,-15,-20.0,21.0,42.0,-0.2333746862467902,-0.0240211562477042,100.0,2032,2035.0
ALNY,2022-01-26,130.12,137.6,2022-01-31,-15,-11.0,6.0,92.0,-0.3480635302369858,-0.0062624102642431,88.3117,2032,2035.0
NOVT,2022-01-26,134.27,142.46,2022-02-08,-14,-23.0,3.0,27.0,-0.2607905747632679,-0.0209989063069631,95.0,2032,2041.0
AMD,2022-01-26,110.71,116.78,2022-02-01,-15,-4.0,4.0,46.0,-0.3162250633067753,-0.0037793575092234,89.2157,2032,2036.0
VEEV,2022-01-26,217.16,236.54,2022-01-31,-33,-24.0,4.0,29.0,-0.3276572030093811,-0.0187963130309054,88.8889,2032,2035.0
ACN,2022-01-26,329.89,353.58,2022-01-31,-17,27.0,8.0,33.0,-0.2058880169467045,-0.0151067323481116,100.0,2032,2035.0
MANH,2022-01-26,124.31,133.87,2022-01-31,-17,-4.0,12.0,72.0,-0.3283807877248905,-0.0170791492053451,86.1538,2032,2035.0
LEN,2022-01-26,93.15,98.58,2023-01-11,-31,28.0,1.0,1.0,-0.2032332563510391,-0.0490045941807044,91.1111,2032,2273.0
EVR,2022-01-26,117.51,124.82,2022-01-31,-42,-5.0,21.0,86.0,-0.2701695546860443,-0.0070136893696129,82.6923,2032,2035.0
OMCL,2022-01-26,145.16,153.04,2022-02-02,-18,-13.0,11.0,68.0,-0.2094543078096068,-0.0165311653116531,85.7143,2032,2037.0
LCII,2022-01-26,118.28,124.48,2022-02-01,-8,-11.0,20.0,80.0,-0.2672077318629576,-0.0252183945937036,80.9524,2032,2036.0
HLIO,2022-01-26,76.41,81.11,2022-03-22,-11,-22.0,9.0,76.0,-0.3307934839726748,-0.013682715890022,80.4598,2032,2070.0
FSS,2022-01-26,38.43,40.59,2022-07-28,-50,-23.0,5.0,41.0,-0.2005408778864156,-0.0151204510507433,100.0,2032,2158.0
CLH,2022-01-26,91.06,97.26,2022-02-09,-58,-19.0,15.0,92.0,-0.2227059325650875,-0.0027379257474536,88.8889,2032,2042.0
MCO,2022-01-26,324.54,343.0,2022-01-31,-61,-11.0,14.0,29.0,-0.2019966067520715,-0.0015075531489399,100.0,2032,2035.0
DHI,2022-01-26,85.85,90.85,2022-02-02,-17,-5.0,1.0,1.0,-0.2170542635658915,-0.0402459474566797,100.0,2032,2037.0
NYT,2022-01-26,37.68,40.03,2022-01-31,-13,-5.0,5.0,58.0,-0.3247311827956989,-0.0151594354417144,86.5385,2032,2035.0
DGX,2022-01-26,135.4,143.29,2022-03-16,-17,-6.0,16.0,33.0,-0.217386278249812,-0.0129756524274675,100.0,2032,2066.0
NICE,2022-01-26,235.99,256.06,2022-01-31,-16,-16.0,7.0,45.0,-0.2508729604469557,-0.0203412345884012,100.0,2032,2035.0
ROL,2022-01-26,29.7,31.46,2022-02-02,-63,0.0,3.0,20.0,-0.2448512585812357,-0.0499040307101728,87.5,2032,2037.0
CRM,2022-01-26,211.0,222.13,2022-01-28,-30,-23.0,6.0,43.0,-0.3192670021938314,-0.0203816333163099,85.7143,2032,2034.0
F,2022-01-26,19.91,,,-7,-6.0,15.0,107.0,-0.2096069868995633,-0.0035035035035034,83.9286,2032,
SSTK,2022-01-26,92.15,96.97,2022-01-31,-40,-11.0,10.0,43.0,-0.2619734102194457,-0.0166471027638457,89.6296,2032,2035.0
BMI,2022-01-26,87.74,94.45,2022-01-28,-33,-2.0,9.0,36.0,-0.2078367641747924,-0.0196648044692737,100.0,2032,2034.0
LGIH,2022-01-27,116.49,124.51,2022-01-31,-16,-13.0,11.0,94.0,-0.2706611570247934,-0.017542380028675,84.3137,2033,2035.0
MORN,2022-01-27,263.95,287.41,2022-01-31,-16,-19.0,21.0,42.0,-0.2384812902108999,-0.006661147072106,88.8889,2033,2035.0
MKTX,2022-01-27,330.12,350.72,2022-02-01,-19,1.0,4.0,34.0,-0.2030129644383282,-0.007605591462498,100.0,2033,2036.0
CBRL,2022-01-27,114.81,121.04,2022-02-01,-50,-17.0,14.0,115.0,-0.2274929350020186,-0.0134902904279085,90.0,2033,2036.0
SNPS,2022-01-27,285.36,310.5,2022-01-31,-17,-14.0,5.0,46.0,-0.2402353630288345,-0.0110895481009148,92.8571,2033,2035.0
LPX,2022-01-27,62.92,66.44,2022-01-31,-20,-17.0,21.0,108.0,-0.2023326572008112,-0.0240421901659686,92.8571,2033,2035.0
ANSS,2022-01-27,309.62,340.01,2022-01-31,-16,-18.0,8.0,48.0,-0.2470696950537425,-0.0265664790769327,91.6667,2033,2035.0
TFX,2022-01-27,295.56,310.92,2022-02-03,-59,-19.0,6.0,27.0,-0.2005626031213653,-0.0106447077726451,91.6667,2033,2038.0
SSTK,2022-01-27,89.05,96.97,2022-01-31,-19,-10.0,10.0,43.0,-0.2868012173634471,-0.0336408030385242,88.9706,2033,2035.0
JBT,2022-01-27,131.6,,,-43,-17.0,15.0,92.0,-0.2419791486665515,-0.0164424514200299,87.5,2033,
SKY,2022-01-27,59.53,63.34,2022-01-28,-14,-4.0,13.0,110.0,-0.2904648390941597,-0.0176567656765677,84.2466,2033,2034.0
CLH,2022-01-27,88.83,93.35,2022-02-01,-59,-18.0,15.0,92.0,-0.241741357234315,-0.0244893476828464,86.4865,2033,2036.0
F,2022-01-27,19.55,20.66,2022-02-01,-8,-5.0,15.0,107.0,-0.2238983723699881,-0.0180813661476644,82.4561,2033,2036.0
BMI,2022-01-27,86.27,94.45,2022-01-28,-31,-1.0,8.0,41.0,-0.2211087035030697,-0.0167540460451333,90.0,2033,2034.0
BWXT,2022-01-27,44.23,48.6,2022-02-24,-60,-17.0,15.0,79.0,-0.2322513452525604,-0.0294053105113013,96.9697,2033,2052.0
NOVT,2022-01-27,128.38,138.1,2022-01-31,-10,-22.0,3.0,27.0,-0.2932173530059457,-0.0438668354807478,90.4762,2033,2035.0
VEEV,2022-01-27,214.58,236.54,2022-01-31,-34,-23.0,4.0,29.0,-0.3303791543142456,-0.0118806410020261,86.1111,2033,2035.0
