date,nr
2016-02-29,543
2016-03-01,544
2016-03-02,545
2016-03-03,546
2016-03-04,547
2016-03-07,548
2016-03-08,549
2016-03-09,550
2016-03-10,551
2016-03-11,552
2016-03-14,553
2016-03-15,554
2016-03-16,555
2016-03-17,556
2016-03-18,557
2016-03-21,558
2016-03-22,559
2016-03-23,560
2016-03-24,561
2016-03-28,562
2016-03-29,563
2016-03-30,564
2016-03-31,565
2016-04-01,566
2016-04-04,567
2016-04-05,568
2016-04-06,569
2016-04-07,570
2016-04-08,571
2016-04-11,572
2016-04-12,573
2016-04-13,574
2016-04-14,575
2016-04-15,576
2016-04-18,577
2016-04-19,578
2016-04-20,579
2016-04-21,580
2016-04-22,581
2016-04-25,582
2016-04-26,583
2016-04-27,584
2016-04-28,585
2016-04-29,586
2016-05-02,587
2016-05-03,588
2016-05-04,589
2016-05-05,590
2016-05-06,591
2016-05-09,592
2016-05-10,593
2016-05-11,594
2016-05-12,595
2016-05-13,596
2016-05-16,597
2016-05-17,598
2016-05-18,599
2016-05-19,600
2016-05-20,601
2016-05-23,602
2016-05-24,603
2016-05-25,604
2016-05-26,605
2016-05-27,606
2016-05-31,607
2016-06-01,608
2016-06-02,609
2016-06-03,610
2016-06-06,611
2016-06-07,612
2016-06-08,613
2016-06-09,614
2016-06-10,615
2016-06-13,616
2016-06-14,617
2016-06-15,618
2016-06-16,619
2016-06-17,620
2016-06-20,621
2016-06-21,622
2016-06-22,623
2016-06-23,624
2016-06-24,625
2016-06-27,626
2016-06-28,627
2016-06-29,628
2016-06-30,629
2016-07-01,630
2016-07-05,631
2016-07-06,632
2016-07-07,633
2016-07-08,634
2016-07-11,635
2016-07-12,636
2016-07-13,637
2016-07-14,638
2016-07-15,639
2016-07-18,640
2016-07-19,641
2016-07-20,642
2016-07-21,643
2016-07-22,644
2016-07-25,645
2016-07-26,646
2016-07-27,647
2016-07-28,648
2016-07-29,649
2016-08-01,650
2016-08-02,651
2016-08-03,652
2016-08-04,653
2016-08-05,654
2016-08-08,655
2016-08-09,656
2016-08-10,657
2016-08-11,658
2016-08-12,659
2016-08-15,660
2016-08-16,661
2016-08-17,662
2016-08-18,663
2016-08-19,664
2016-08-22,665
2016-08-23,666
2016-08-24,667
2016-08-25,668
2016-08-26,669
2016-08-29,670
2016-08-30,671
2016-08-31,672
2016-09-01,673
2016-09-02,674
2016-09-06,675
2016-09-07,676
2016-09-08,677
2016-09-09,678
2016-09-12,679
2016-09-13,680
2016-09-14,681
2016-09-15,682
2016-09-16,683
2016-09-19,684
2016-09-20,685
2016-09-21,686
2016-09-22,687
2016-09-23,688
2016-09-26,689
2016-09-27,690
2016-09-28,691
2016-09-29,692
2016-09-30,693
2016-10-03,694
2016-10-04,695
2016-10-05,696
2016-10-06,697
2016-10-07,698
2016-10-10,699
2016-10-11,700
2016-10-12,701
2016-10-13,702
2016-10-14,703
2016-10-17,704
2016-10-18,705
2016-10-19,706
2016-10-20,707
2016-10-21,708
2016-10-24,709
2016-10-25,710
2016-10-26,711
2016-10-27,712
2016-10-28,713
2016-10-31,714
2016-11-01,715
2016-11-02,716
2016-11-03,717
2016-11-04,718
2016-11-07,719
2016-11-08,720
2016-11-09,721
2016-11-10,722
2016-11-11,723
2016-11-14,724
2016-11-15,725
2016-11-16,726
2016-11-17,727
2016-11-18,728
2016-11-21,729
2016-11-22,730
2016-11-23,731
2016-11-25,732
2016-11-28,733
2016-11-29,734
2016-11-30,735
2016-12-01,736
2016-12-02,737
2016-12-05,738
2016-12-06,739
2016-12-07,740
2016-12-08,741
2016-12-09,742
2016-12-12,743
2016-12-13,744
2016-12-14,745
2016-12-15,746
2016-12-16,747
2016-12-19,748
2016-12-20,749
2016-12-21,750
2016-12-22,751
2016-12-23,752
2016-12-27,753
2016-12-28,754
2016-12-29,755
2016-12-30,756
2017-01-03,757
2017-01-04,758
2017-01-05,759
2017-01-06,760
2017-01-09,761
2017-01-10,762
2017-01-11,763
2017-01-12,764
2017-01-13,765
2017-01-17,766
2017-01-18,767
2017-01-19,768
2017-01-20,769
2017-01-23,770
2017-01-24,771
2017-01-25,772
2017-01-26,773
2017-01-27,774
2017-01-30,775
2017-01-31,776
2017-02-01,777
2017-02-02,778
2017-02-03,779
2017-02-06,780
2017-02-07,781
2017-02-08,782
2017-02-09,783
2017-02-10,784
2017-02-13,785
2017-02-14,786
2017-02-15,787
2017-02-16,788
2017-02-17,789
2017-02-21,790
2017-02-22,791
2017-02-23,792
2017-02-24,793
2017-02-27,794
2017-02-28,795
2017-03-01,796
2017-03-02,797
2017-03-03,798
2017-03-06,799
2017-03-07,800
2017-03-08,801
2017-03-09,802
2017-03-10,803
2017-03-13,804
2017-03-14,805
2017-03-15,806
2017-03-16,807
2017-03-17,808
2017-03-20,809
2017-03-21,810
2017-03-22,811
2017-03-23,812
2017-03-24,813
2017-03-27,814
2017-03-28,815
2017-03-29,816
2017-03-30,817
2017-03-31,818
2017-04-03,819
2017-04-04,820
2017-04-05,821
2017-04-06,822
2017-04-07,823
2017-04-10,824
2017-04-11,825
2017-04-12,826
2017-04-13,827
2017-04-17,828
2017-04-18,829
2017-04-19,830
2017-04-20,831
2017-04-21,832
2017-04-24,833
2017-04-25,834
2017-04-26,835
2017-04-27,836
2017-04-28,837
2017-05-01,838
2017-05-02,839
2017-05-03,840
2017-05-04,841
2017-05-05,842
2017-05-08,843
2017-05-09,844
2017-05-10,845
2017-05-11,846
2017-05-12,847
2017-05-15,848
2017-05-16,849
2017-05-17,850
2017-05-18,851
2017-05-19,852
2017-05-22,853
2017-05-23,854
2017-05-24,855
2017-05-25,856
2017-05-26,857
2017-05-30,858
2017-05-31,859
2017-06-01,860
2017-06-02,861
2017-06-05,862
2017-06-06,863
2017-06-07,864
2017-06-08,865
2017-06-09,866
2017-06-12,867
2017-06-13,868
2017-06-14,869
2017-06-15,870
2017-06-16,871
2017-06-19,872
2017-06-20,873
2017-06-21,874
2017-06-22,875
2017-06-23,876
2017-06-26,877
2017-06-27,878
2017-06-28,879
2017-06-29,880
2017-06-30,881
2017-07-03,882
2017-07-05,883
2017-07-06,884
2017-07-07,885
2017-07-10,886
2017-07-11,887
2017-07-12,888
2017-07-13,889
2017-07-14,890
2017-07-17,891
2017-07-18,892
2017-07-19,893
2017-07-20,894
2017-07-21,895
2017-07-24,896
2017-07-25,897
2017-07-26,898
2017-07-27,899
2017-07-28,900
2017-07-31,901
2017-08-01,902
2017-08-02,903
2017-08-03,904
2017-08-04,905
2017-08-07,906
2017-08-08,907
2017-08-09,908
2017-08-10,909
2017-08-11,910
2017-08-14,911
2017-08-15,912
2017-08-16,913
2017-08-17,914
2017-08-18,915
2017-08-21,916
2017-08-22,917
2017-08-23,918
2017-08-24,919
2017-08-25,920
2017-08-28,921
2017-08-29,922
2017-08-30,923
2017-08-31,924
2017-09-01,925
2017-09-05,926
2017-09-06,927
2017-09-07,928
2017-09-08,929
2017-09-11,930
2017-09-12,931
2017-09-13,932
2017-09-14,933
2017-09-15,934
2017-09-18,935
2017-09-19,936
2017-09-20,937
2017-09-21,938
2017-09-22,939
2017-09-25,940
2017-09-26,941
2017-09-27,942
2017-09-28,943
2017-09-29,944
2017-10-02,945
2017-10-03,946
2017-10-04,947
2017-10-05,948
2017-10-06,949
2017-10-09,950
2017-10-10,951
2017-10-11,952
2017-10-12,953
2017-10-13,954
2017-10-16,955
2017-10-17,956
2017-10-18,957
2017-10-19,958
2017-10-20,959
2017-10-23,960
2017-10-24,961
2017-10-25,962
2017-10-26,963
2017-10-27,964
2017-10-30,965
2017-10-31,966
2017-11-01,967
2017-11-02,968
2017-11-03,969
2017-11-06,970
2017-11-07,971
2017-11-08,972
2017-11-09,973
2017-11-10,974
2017-11-13,975
2017-11-14,976
2017-11-15,977
2017-11-16,978
2017-11-17,979
2017-11-20,980
2017-11-21,981
2017-11-22,982
2017-11-24,983
2017-11-27,984
2017-11-28,985
2017-11-29,986
2017-11-30,987
2017-12-01,988
2017-12-04,989
2017-12-05,990
2017-12-06,991
2017-12-07,992
2017-12-08,993
2017-12-11,994
2017-12-12,995
2017-12-13,996
2017-12-14,997
2017-12-15,998
2017-12-18,999
2017-12-19,1000
2017-12-20,1001
2017-12-21,1002
2017-12-22,1003
2017-12-26,1004
2017-12-27,1005
2017-12-28,1006
2017-12-29,1007
2018-01-02,1008
2018-01-03,1009
2018-01-04,1010
2018-01-05,1011
2018-01-08,1012
2018-01-09,1013
2018-01-10,1014
2018-01-11,1015
2018-01-12,1016
2018-01-16,1017
2018-01-17,1018
2018-01-18,1019
2018-01-19,1020
2018-01-22,1021
2018-01-23,1022
2018-01-24,1023
2018-01-25,1024
2018-01-26,1025
2018-01-29,1026
2018-01-30,1027
2018-01-31,1028
2018-02-01,1029
2018-02-02,1030
2018-02-05,1031
2018-02-06,1032
2018-02-07,1033
2018-02-08,1034
2018-02-09,1035
2018-02-12,1036
2018-02-13,1037
2018-02-14,1038
2018-02-15,1039
2018-02-16,1040
2018-02-20,1041
2018-02-21,1042
2018-02-22,1043
2018-02-23,1044
2018-02-26,1045
2018-02-27,1046
2018-02-28,1047
2018-03-01,1048
2018-03-02,1049
2018-03-05,1050
2018-03-06,1051
2018-03-07,1052
2018-03-08,1053
2018-03-09,1054
2018-03-12,1055
2018-03-13,1056
2018-03-14,1057
2018-03-15,1058
2018-03-16,1059
2018-03-19,1060
2018-03-20,1061
2018-03-21,1062
2018-03-22,1063
2018-03-23,1064
2018-03-26,1065
2018-03-27,1066
2018-03-28,1067
2018-03-29,1068
2018-04-02,1069
2018-04-03,1070
2018-04-04,1071
2018-04-05,1072
2018-04-06,1073
2018-04-09,1074
2018-04-10,1075
2018-04-11,1076
2018-04-12,1077
2018-04-13,1078
2018-04-16,1079
2018-04-17,1080
2018-04-18,1081
2018-04-19,1082
2018-04-20,1083
2018-04-23,1084
2018-04-24,1085
2018-04-25,1086
2018-04-26,1087
2018-04-27,1088
2018-04-30,1089
2018-05-01,1090
2018-05-02,1091
2018-05-03,1092
2018-05-04,1093
2018-05-07,1094
2018-05-08,1095
2018-05-09,1096
2018-05-10,1097
2018-05-11,1098
2018-05-14,1099
2018-05-15,1100
2018-05-16,1101
2018-05-17,1102
2018-05-18,1103
2018-05-21,1104
2018-05-22,1105
2018-05-23,1106
2018-05-24,1107
2018-05-25,1108
2018-05-29,1109
2018-05-30,1110
2018-05-31,1111
2018-06-01,1112
2018-06-04,1113
2018-06-05,1114
2018-06-06,1115
2018-06-07,1116
2018-06-08,1117
2018-06-11,1118
2018-06-12,1119
2018-06-13,1120
2018-06-14,1121
2018-06-15,1122
2018-06-18,1123
2018-06-19,1124
2018-06-20,1125
2018-06-21,1126
2018-06-22,1127
2018-06-25,1128
2018-06-26,1129
2018-06-27,1130
2018-06-28,1131
2018-06-29,1132
2018-07-02,1133
2018-07-03,1134
2018-07-05,1135
2018-07-06,1136
2018-07-09,1137
2018-07-10,1138
2018-07-11,1139
2018-07-12,1140
2018-07-13,1141
2018-07-16,1142
2018-07-17,1143
2018-07-18,1144
2018-07-19,1145
2018-07-20,1146
2018-07-23,1147
2018-07-24,1148
2018-07-25,1149
2018-07-26,1150
2018-07-27,1151
2018-07-30,1152
2018-07-31,1153
2018-08-01,1154
2018-08-02,1155
2018-08-03,1156
2018-08-06,1157
2018-08-07,1158
2018-08-08,1159
2018-08-09,1160
2018-08-10,1161
2018-08-13,1162
2018-08-14,1163
2018-08-15,1164
2018-08-16,1165
2018-08-17,1166
2018-08-20,1167
2018-08-21,1168
2018-08-22,1169
2018-08-23,1170
2018-08-24,1171
2018-08-27,1172
2018-08-28,1173
2018-08-29,1174
2018-08-30,1175
2018-08-31,1176
2018-09-04,1177
2018-09-05,1178
2018-09-06,1179
2018-09-07,1180
2018-09-10,1181
2018-09-11,1182
2018-09-12,1183
2018-09-13,1184
2018-09-14,1185
2018-09-17,1186
2018-09-18,1187
2018-09-19,1188
2018-09-20,1189
2018-09-21,1190
2018-09-24,1191
2018-09-25,1192
2018-09-26,1193
2018-09-27,1194
2018-09-28,1195
2018-10-01,1196
2018-10-02,1197
2018-10-03,1198
2018-10-04,1199
2018-10-05,1200
2018-10-08,1201
2018-10-09,1202
2018-10-10,1203
2018-10-11,1204
2018-10-12,1205
2018-10-15,1206
2018-10-16,1207
2018-10-17,1208
2018-10-18,1209
2018-10-19,1210
2018-10-22,1211
2018-10-23,1212
2018-10-24,1213
2018-10-25,1214
2018-10-26,1215
2018-10-29,1216
2018-10-30,1217
2018-10-31,1218
2018-11-01,1219
2018-11-02,1220
2018-11-05,1221
2018-11-06,1222
2018-11-07,1223
2018-11-08,1224
2018-11-09,1225
2018-11-12,1226
2018-11-13,1227
2018-11-14,1228
2018-11-15,1229
2018-11-16,1230
2018-11-19,1231
2018-11-20,1232
2018-11-21,1233
2018-11-23,1234
2018-11-26,1235
2018-11-27,1236
2018-11-28,1237
2018-11-29,1238
2018-11-30,1239
2018-12-03,1240
2018-12-04,1241
2018-12-06,1242
2018-12-07,1243
2018-12-10,1244
2018-12-11,1245
2018-12-12,1246
2018-12-13,1247
2018-12-14,1248
2018-12-17,1249
2018-12-18,1250
2018-12-19,1251
2018-12-20,1252
2018-12-21,1253
2018-12-24,1254
2018-12-26,1255
2018-12-27,1256
2018-12-28,1257
2018-12-31,1258
2019-01-02,1259
2019-01-03,1260
2019-01-04,1261
2019-01-07,1262
2019-01-08,1263
2019-01-09,1264
2019-01-10,1265
2019-01-11,1266
2019-01-14,1267
2019-01-15,1268
2019-01-16,1269
2019-01-17,1270
2019-01-18,1271
2019-01-22,1272
2019-01-23,1273
2019-01-24,1274
2019-01-25,1275
2019-01-28,1276
2019-01-29,1277
2019-01-30,1278
2019-01-31,1279
2019-02-01,1280
2019-02-04,1281
2019-02-05,1282
2019-02-06,1283
2019-02-07,1284
2019-02-08,1285
2019-02-11,1286
2019-02-12,1287
2019-02-13,1288
2019-02-14,1289
2019-02-15,1290
2019-02-19,1291
2019-02-20,1292
2019-02-21,1293
2019-02-22,1294
2019-02-25,1295
2019-02-26,1296
2019-02-27,1297
2019-02-28,1298
2019-03-01,1299
2019-03-04,1300
2019-03-05,1301
2019-03-06,1302
2019-03-07,1303
2019-03-08,1304
2019-03-11,1305
2019-03-12,1306
2019-03-13,1307
2019-03-14,1308
2019-03-15,1309
2019-03-18,1310
2019-03-19,1311
2019-03-20,1312
2019-03-21,1313
2019-03-22,1314
2019-03-25,1315
2019-03-26,1316
2019-03-27,1317
2019-03-28,1318
2019-03-29,1319
2019-04-01,1320
2019-04-02,1321
2019-04-03,1322
2019-04-04,1323
2019-04-05,1324
2019-04-08,1325
2019-04-09,1326
2019-04-10,1327
2019-04-11,1328
2019-04-12,1329
2019-04-15,1330
2019-04-16,1331
2019-04-17,1332
2019-04-18,1333
2019-04-22,1334
2019-04-23,1335
2019-04-24,1336
2019-04-25,1337
2019-04-26,1338
2019-04-29,1339
2019-04-30,1340
2019-05-01,1341
2019-05-02,1342
2019-05-03,1343
2019-05-06,1344
2019-05-07,1345
2019-05-08,1346
2019-05-09,1347
2019-05-10,1348
2019-05-13,1349
2019-05-14,1350
2019-05-15,1351
2019-05-16,1352
2019-05-17,1353
2019-05-20,1354
2019-05-21,1355
2019-05-22,1356
2019-05-23,1357
2019-05-24,1358
2019-05-28,1359
2019-05-29,1360
2019-05-30,1361
2019-05-31,1362
2019-06-03,1363
2019-06-04,1364
2019-06-05,1365
2019-06-06,1366
2019-06-07,1367
2019-06-10,1368
2019-06-11,1369
2019-06-12,1370
2019-06-13,1371
2019-06-14,1372
2019-06-17,1373
2019-06-18,1374
2019-06-19,1375
2019-06-20,1376
2019-06-21,1377
2019-06-24,1378
2019-06-25,1379
2019-06-26,1380
2019-06-27,1381
2019-06-28,1382
2019-07-01,1383
2019-07-02,1384
2019-07-03,1385
2019-07-05,1386
2019-07-08,1387
2019-07-09,1388
2019-07-10,1389
2019-07-11,1390
2019-07-12,1391
2019-07-15,1392
2019-07-16,1393
2019-07-17,1394
2019-07-18,1395
2019-07-19,1396
2019-07-22,1397
2019-07-23,1398
2019-07-24,1399
2019-07-25,1400
2019-07-26,1401
2019-07-29,1402
2019-07-30,1403
2019-07-31,1404
2019-08-01,1405
2019-08-02,1406
2019-08-05,1407
2019-08-06,1408
2019-08-07,1409
2019-08-08,1410
2019-08-09,1411
2019-08-12,1412
2019-08-13,1413
2019-08-14,1414
2019-08-15,1415
2019-08-16,1416
2019-08-19,1417
2019-08-20,1418
2019-08-21,1419
2019-08-22,1420
2019-08-23,1421
2019-08-26,1422
2019-08-27,1423
2019-08-28,1424
2019-08-29,1425
2019-08-30,1426
2019-09-03,1427
2019-09-04,1428
2019-09-05,1429
2019-09-06,1430
2019-09-09,1431
2019-09-10,1432
2019-09-11,1433
2019-09-12,1434
2019-09-13,1435
2019-09-16,1436
2019-09-17,1437
2019-09-18,1438
2019-09-19,1439
2019-09-20,1440
2019-09-23,1441
2019-09-24,1442
2019-09-25,1443
2019-09-26,1444
2019-09-27,1445
2019-09-30,1446
2019-10-01,1447
2019-10-02,1448
2019-10-03,1449
2019-10-04,1450
2019-10-07,1451
2019-10-08,1452
2019-10-09,1453
2019-10-10,1454
2019-10-11,1455
2019-10-14,1456
2019-10-15,1457
2019-10-16,1458
2019-10-17,1459
2019-10-18,1460
2019-10-21,1461
2019-10-22,1462
2019-10-23,1463
2019-10-24,1464
2019-10-25,1465
2019-10-28,1466
2019-10-29,1467
2019-10-30,1468
2019-10-31,1469
2019-11-01,1470
2019-11-04,1471
2019-11-05,1472
2019-11-06,1473
2019-11-07,1474
2019-11-08,1475
2019-11-11,1476
2019-11-12,1477
2019-11-13,1478
2019-11-14,1479
2019-11-15,1480
2019-11-18,1481
2019-11-19,1482
2019-11-20,1483
2019-11-21,1484
2019-11-22,1485
2019-11-25,1486
2019-11-26,1487
2019-11-27,1488
2019-11-29,1489
2019-12-02,1490
2019-12-03,1491
2019-12-04,1492
2019-12-05,1493
2019-12-06,1494
2019-12-09,1495
2019-12-10,1496
2019-12-11,1497
2019-12-12,1498
