Ticker,m20tmrw,Close,63d %,daily delta,previous daily delta,63d peak,chance,Earnings Offset Closest,Overall Record,average_duration,total_days_below_threshold
DLB,69.512,82.53,-0.0501783864656462,-0.0082912761355443,-0.0058535419902042,86.89,0,-26,20 - 3 (86.96%),105.0,210.0
DIOD,65.768,67.55,-0.178323804889916,-0.0063253898205355,-0.0041019630823322,82.21,0,34,76 - 2 (97.44%),12.0,137.0
DIS,95.94400000000002,119.93,0.0047754691689008,0.0047754691689008,0.0301199620264087,119.93,0,-30,50 - 7 (87.72%),19.0,138.0
DLTR,120.01600000000002,127.53,-0.1499133448873484,0.0109393579072532,0.0035001193222496,150.02,0,9,49 - 10 (83.05%),13.0,111.0
DKL,38.136,40.95,-0.1409691629955947,0.0026934378060725,0.0039331366764996,47.67,0,20,62 - 0 (100.00%),10.0,96.0
DLR,122.96800000000002,139.04,-0.0954394639255742,0.0087789305666399,-0.0049093928236226,153.71,0,-21,27 - 3 (90.00%),63.0,511.0
DOV,142.32000000000002,174.78,-0.0175379426644182,-0.0033074817518249,-0.0059520435349469,177.9,0,-20,26 - 3 (89.66%),3.0,14.0
DORM,77.016,93.04,-0.033551469824452,-0.0052389607612529,-0.0023466666666666,96.27,0,21,45 - 5 (90.00%),16.0,80.0
DOX,74.856,89.86,-0.0396494602971037,0.0031256977003795,-0.0079734219269103,93.57,0,-30,3 - 0 (100.00%),0.0,0.0
DPZ,386.40000000000003,483.0,0.03846401926426,0.03846401926426,0.0145936041184939,483.0,0,21,22 - 11 (66.67%),82.0,414.0
DQ,23.528000000000002,26.34,-0.1043862631757905,-0.0094020308386612,-0.0320349472151437,29.41,0,19,235 - 37 (86.40%),15.0,351.0
DOC,16.672,17.56,-0.1573896353166987,0.001140250855188,0.0,20.84,0,-21,62 - 8 (88.57%),15.0,185.0
DOOO,57.98400000000001,62.07,-0.1436258278145695,0.0138843515191113,-0.0231370671772778,72.48,0,-2,69 - 15 (82.14%),9.0,92.0
DRH,7.840000000000001,9.41,-0.0397959183673469,-0.0105152471083069,-0.0073068893528184,9.8,0,23,67 - 3 (95.71%),9.0,79.0
DOOR,105.272,131.26,-0.002507789345695,-0.0006091061367444,-0.0018998404134052,131.59,0,26,74 - 8 (90.24%),65.0,716.0
DTE,90.36000000000001,107.13,-0.0515272244355909,-0.0118981737686774,-0.004224834680382,112.95,0,-21,14 - 0 (100.00%),11.0,11.0
DVN,39.24,48.79,-0.0053007135575942,-0.0053007135575942,0.0140583005995451,49.05,0,20,139 - 22 (86.34%),11.0,134.0
DRS,18.880000000000003,21.85,-0.0741525423728813,0.0045977011494253,-0.0063956144358154,23.6,0,20,88 - 16 (84.62%),47.0,94.0
DUK,79.512,93.67,-0.0575510614749974,-0.0123365668494306,0.0024310326603953,99.39,0,32,7 - 0 (100.00%),11.0,11.0
DRI,140.712,163.5,-0.0704417533685826,0.0049170251997541,-0.014596329719581,175.89,0,3,16 - 3 (84.21%),2.0,5.0
DSGX,75.376,92.4,-0.0193164933135214,0.0015174506828528,-0.0058189655172412,94.22,0,14,33 - 0 (100.00%),7.0,47.0
DXCM,112.08,139.93,-0.0012134189864381,-0.0012134189864381,0.0519597537167741,140.1,0,-21,104 - 9 (92.04%),43.0,174.0
EA,115.24000000000001,130.9,-0.0912877473099618,0.0029114311982838,-0.0089597570235381,144.05,0,-34,22 - 12 (64.71%),0.0,0.0
DY,114.424,141.92,-0.0077606096623087,0.0045300113250281,-0.0094650494285913,143.03,0,19,118 - 14 (89.39%),16.0,97.0
DVA,111.36800000000001,135.25,-0.0284462323108972,0.003561623506715,0.0049213332339124,139.21,0,29,62 - 11 (84.93%),27.0,163.0
E,27.352,31.31,-0.0842351564785024,-0.0057161003493172,0.0144974226804124,34.19,0,-22,31 - 4 (88.57%),0.0,0.0
DXC,19.352000000000004,20.64,-0.1467548573790823,0.0009699321047527,0.0083129584352079,24.19,0,-36,87 - 16 (84.47%),11.0,116.0
EBAY,41.928,51.08,-0.0253768364815875,-0.0029279718914697,-0.0036950602878258,52.41,0,20,46 - 8 (85.19%),27.0,110.0
ECL,183.41600000000003,228.23,-0.0045361364330266,0.0051085568326947,-0.0095956732237101,229.27,0,-24,14 - 11 (56.00%),47.0,237.0
EBR-B,7.976000000000001,,,,,,,,,,
ED,75.456,87.45,-0.0728371501272263,-0.0118644067796609,-0.0011286681715575,94.32,0,-26,10 - 1 (90.91%),1.0,1.0
EL,126.352,139.31,-0.1179561858933772,0.0010059639290078,-0.0280067048470458,157.94,0,-25,47 - 29 (61.84%),71.0,789.0
EBR,7.231999999999999,8.5,-0.0597345132743362,0.0,0.0119047619047618,9.04,0,-16,138 - 31 (81.66%),17.0,121.0
EDU,77.048,88.68,-0.0792233412937388,-0.0233480176211452,-0.0207075064710957,96.31,0,-15,99 - 31 (76.15%),53.0,477.0
EGP,148.888,175.86,-0.0550749556713771,-0.0181452738540561,-0.0101685548494058,186.11,0,-19,31 - 1 (96.88%),15.0,95.0
EEFT,89.75200000000001,109.12,-0.027364292717711,0.0030333670374114,0.0010121457489877,112.19,0,-29,70 - 26 (72.92%),15.0,123.0
ELP,8.440000000000001,7.78,-0.2625592417061612,-0.0164348925410872,-0.0124843945068663,10.55,0,-20,66 - 25 (72.53%),6.0,31.0
ELS,57.29600000000001,63.42,-0.1144931583356604,-0.0079774753636789,-0.0114427091387042,71.62,0,-13,14 - 0 (100.00%),9.0,19.0
EFX,218.87199999999999,260.47,-0.047954969114368,-0.0022600168543628,-0.0117353119321623,273.59,0,-15,66 - 5 (92.96%),10.0,116.0
EIX,58.536,68.23,-0.067514008473418,-0.0144446049400548,-0.0047441058079356,73.17,0,23,38 - 6 (86.36%),10.0,20.0
ENOV,51.04,60.28,-0.0551724137931033,0.0,0.0011625975751536,63.8,0,23,80 - 16 (83.33%),9.0,92.0
ENPH,109.87200000000001,109.35,-0.2038007863695937,-0.0153084196307969,-0.0310618619666696,137.34,0,-19,193 - 42 (82.13%),24.0,391.0
EMN,79.40800000000002,98.32,-0.0094700785815032,-0.0094700785815032,0.0418809698750919,99.26,0,-21,55 - 3 (94.83%),10.0,84.0
EC,10.040000000000001,10.98,-0.1250996015936255,-0.0045330915684496,0.0203515263644771,12.55,0,18,73 - 16 (82.02%),16.0,152.0
ENB,29.768,35.65,-0.0419242139209889,-0.0080690038953811,0.0138222849083213,37.21,0,-27,21 - 0 (100.00%),0.0,0.0
EHC,61.89600000000001,76.74,-0.0081426909654905,0.0078802206461781,-0.004835969154359,77.37,0,-21,31 - 1 (96.88%),0.0,0.0
ENS,82.968,92.86,-0.1046186481535049,0.0023747841105354,0.0140105078809107,103.71,0,33,45 - 7 (86.54%),8.0,24.0
ENR,26.352,27.89,-0.1533090467516696,-0.0035727045373347,0.0010729613733904,32.94,0,-33,55 - 12 (82.09%),84.0,592.0
EOG,101.80000000000001,125.78,-0.0115520628683692,-0.0115520628683692,0.0193047100288368,127.25,0,23,83 - 13 (86.46%),12.0,64.0
ELV,413.79200000000003,517.24,0.0027334586976328,0.0134806803040989,-0.0067918653303493,517.24,0,-15,16 - 0 (100.00%),0.0,0.0
ENSG,100.792,123.33,-0.0211127867291054,0.0017870197384453,-0.005573505654281,125.99,0,-20,19 - 2 (90.48%),5.0,16.0
EPC,31.888,37.92,-0.048670346211741,0.0106609808102344,-0.0023929805902684,39.86,0,33,93 - 13 (87.74%),0.0,0.0
EME,280.944,351.18,0.0091959308006206,0.0116962433740492,-0.0024714064026668,351.18,0,19,14 - 2 (87.50%),0.0,0.0
ENV,45.792,56.18,-0.0185185185185186,-0.0169728783902012,0.0084700899947061,57.24,0,23,89 - 12 (88.12%),13.0,159.0
EQIX,730.928,800.07,-0.1243241468379922,0.0095265734618685,-0.0105497084784699,913.66,0,-25,18 - 0 (100.00%),2.0,6.0
EPAM,251.704,268.4,-0.1469344944855862,0.0039649884042791,-0.0128498633778894,314.63,0,27,56 - 14 (80.00%),110.0,770.0
ENTG,116.296,140.3,-0.0348765219783998,-0.0115541778216147,0.0083830633702757,145.37,0,29,43 - 10 (81.13%),14.0,189.0
ENLC,10.664000000000001,13.33,0.003765060240964,0.003765060240964,0.0052990158970476,13.33,0,25,124 - 42 (74.70%),8.0,68.0
EPR,39.21600000000001,41.46,-0.1542227662178703,0.0029027576197386,-0.0016904129437332,49.02,0,19,63 - 10 (86.30%),20.0,80.0
EQC,15.847999999999999,18.73,-0.0545179202423017,-0.0015991471215351,-0.0074074074074071,19.81,0,-25,5 - 11 (31.25%),15.0,62.0
EQR,50.760000000000005,61.26,-0.0345153664302601,-0.0043881033642125,-0.0102943541901238,63.45,0,-19,42 - 3 (93.33%),12.0,99.0
EPD,23.248,29.06,0.0024146257330113,0.0037996545768566,0.003118503118503,29.06,0,-29,28 - 1 (96.55%),0.0,0.0
EQT,31.368000000000002,34.95,-0.1086457536342768,0.0037334865020104,0.0133876600698485,39.21,0,-20,120 - 22 (84.51%),11.0,162.0
ERF,15.304,19.13,0.0052548607461901,0.0052548607461901,0.0165598290598292,19.13,0,24,131 - 19 (87.33%),7.0,91.0
ERJ,21.632,26.76,-0.0103550295857987,-0.0103550295857987,0.0115974560419005,27.04,0,6,104 - 32 (76.47%),81.0,487.0
EQNR,25.808,26.63,-0.1745195288282702,-0.020595807282089,0.0141738157403954,32.26,0,-26,42 - 13 (76.36%),12.0,86.0
ES,51.43200000000001,56.29,-0.1244361487011977,-0.021383866481224,-0.0063914320262566,64.29,0,-25,18 - 0 (100.00%),5.0,22.0
ERIE,333.88000000000005,405.96,-0.0272912423625255,0.0030886313656692,0.0112440968491542,417.35,0,21,12 - 24 (33.33%),1.0,1.0
ESNT,46.776,57.59,-0.0150504532238754,-0.0062122519413286,0.0043327556325822,58.47,0,-27,40 - 1 (97.56%),2.0,7.0
ESI,19.808000000000003,24.67,-0.0036348949919224,-0.0036348949919224,0.0,24.76,0,-20,51 - 6 (89.47%),6.0,38.0
ESE,94.328,103.34,-0.1235688236790771,0.0078018334308562,-0.0050456045022316,117.91,0,32,29 - 6 (82.86%),20.0,80.0
ERIC,5.072,5.43,-0.1435331230283911,0.0092936802973977,-0.009208103130755,6.34,0,-14,48 - 11 (81.36%),39.0,315.0
ESGR,246.352,298.99,-0.0290641033967655,0.010921017040844,0.0111452991452991,307.94,0,25,30 - 7 (81.08%),5.0,38.0
ET,12.544,15.49,-0.0121173469387755,-0.0044987146529563,0.0,15.68,0,28,56 - 9 (86.15%),2.0,8.0
ESS,202.20000000000002,237.73,-0.0594263105835806,-0.0075147163194589,-0.0101657093268316,252.75,0,-21,33 - 8 (80.49%),11.0,67.0
ESLT,180.38400000000001,204.57,-0.0927354976051091,0.0018610118027326,0.0108415841584157,225.48,0,0,19 - 1 (95.00%),1.0,10.0
ETN,253.264,312.08,-0.0142144165771684,0.0006412722842117,-0.0148461684250426,316.58,0,-29,22 - 0 (100.00%),0.0,0.0
EVH,27.776,32.13,-0.0745967741935482,-0.0083333333333331,-0.0006169031462061,34.72,0,23,151 - 44 (77.44%),7.0,122.0
EVR,157.06400000000002,190.25,-0.0309682677125249,-0.0109690164275317,0.0014577259475219,196.33,0,-20,61 - 7 (89.71%),4.0,49.0
EVA,0.8320000000000001,0.3884,-0.6265384615384615,-0.0752380952380951,-0.0344827586206897,1.04,0,-1,82 - 54 (60.29%),30.0,333.0
EURN,14.280000000000001,16.41,-0.080672268907563,0.0110905730129389,0.0156445556946183,17.85,0,-31,66 - 0 (100.00%),7.0,45.0
EVO,9.512,7.45,-0.3734230445752733,0.0177595628415301,-0.0148048452220725,11.89,0,-193,88 - 31 (73.95%),80.0,809.0
ETR,83.74400000000001,102.35,-0.0222583110431793,-0.0071781938112329,-0.0007754192110109,104.68,0,-20,14 - 1 (93.33%),0.0,0.0
EVTC,33.768,38.38,-0.0907367922293295,0.0081428946677173,0.0108868826340946,42.21,0,19,31 - 2 (93.94%),2.0,11.0
EVRG,43.368,51.28,-0.0540490684375576,-0.0027226760015558,-0.0040674026728646,54.21,0,18,21 - 0 (100.00%),3.0,17.0
EWBC,61.93600000000001,76.33,-0.0140790493412554,-0.007541282017943,0.0133069828722001,77.42,0,-19,61 - 7 (89.71%),28.0,141.0
ETSY,66.072,65.8,-0.2254267216009418,0.0007604562737641,-0.0305219699203773,82.59,0,24,157 - 43 (78.50%),67.0,944.0
EXC,29.752,36.56,-0.016940037644528,-0.0078697421981004,0.0040871934604904,37.19,0,24,14 - 0 (100.00%),5.0,15.0
EXAS,60.576,65.24,-0.138404648705758,0.0232120451693851,0.0267310789049919,75.72,0,24,173 - 21 (89.18%),28.0,289.0
EXEL,19.304000000000002,23.61,-0.0215499378367177,-0.0037974683544304,-0.0033641715727502,24.13,0,34,93 - 14 (86.92%),6.0,25.0
EXPO,73.456,79.85,-0.1303637551731649,0.0098646768685974,-0.0226205191594562,91.82,0,-21,22 - 0 (100.00%),7.0,44.0
EW,75.74400000000001,93.42,-0.0133079847908745,0.0027908973808501,-0.006717134022817,94.68,0,-20,57 - 8 (87.69%),23.0,209.0
EXPE,127.57600000000001,136.62,-0.1432871386467673,-0.0050251256281407,0.0034346682256649,159.47,0,-26,94 - 8 (92.16%),16.0,209.0
EXPD,103.984,119.94,-0.0772426527158023,-0.000999500249875,-0.0133946914290409,129.98,0,25,13 - 2 (86.67%),0.0,0.0
EXTR,14.344000000000001,11.45,-0.3614054656999442,-0.0188517566409597,0.0017167381974247,17.93,0,-20,125 - 47 (72.67%),84.0,756.0
EXLS,26.408,30.83,-0.0660405937594668,-0.0022653721682848,0.006514657980456,33.01,0,18,21 - 1 (95.45%),6.0,6.0
EXP,216.056,270.07,0.0071601715457767,0.0071601715457767,0.0021676570617035,270.07,0,-36,47 - 20 (70.15%),156.0,624.0
FAF,51.96000000000001,57.99,-0.1071593533487298,0.0064213814647693,-0.0086028905712319,64.95,0,-21,41 - 4 (91.11%),10.0,86.0
EXR,131.52,140.46,-0.1456204379562043,-0.0002846975088967,-0.0060837577815507,164.4,0,20,58 - 0 (100.00%),12.0,124.0
FBIN,67.104,81.78,-0.025035765379113,0.0018375597206909,-0.0069343065693431,83.88,0,-20,48 - 14 (77.42%),48.0,681.0
FANG,157.27200000000002,194.25,-0.0119029452159316,-0.0119029452159316,0.0097072419106318,196.59,0,25,90 - 15 (85.71%),7.0,63.0
FAST,62.736000000000004,76.78,-0.0209130323896965,-0.0029866251136216,-0.013956466069142,78.42,0,-11,10 - 0 (100.00%),1.0,1.0
FCN,177.336,208.19,-0.0608111156223214,-0.0047803432286438,0.0142545454545455,221.67,0,-21,14 - 1 (93.33%),0.0,0.0
F,10.384,12.44,-0.0416024653312789,-0.0356589147286822,-0.0007745933384972,12.98,0,-20,77 - 29 (72.64%),58.0,698.0
FBP,14.008000000000003,16.85,-0.0376927470017133,-0.0053128689492325,0.0047449584816134,17.51,0,-19,60 - 6 (90.91%),8.0,92.0
FCFS,99.08,123.85,0.0080579521406478,0.0084683657682598,0.0107818930041152,123.85,0,-21,43 - 6 (87.76%),0.0,0.0
FCNCA,1290.9040000000002,1599.75,-0.0086017240631371,-0.0023635207104281,0.0020684526599301,1613.63,0,-30,38 - 2 (95.00%),125.0,375.0
FCX,36.992000000000004,44.73,-0.0326557093425606,-0.0136714443219405,0.0055432372505543,46.24,0,-17,130 - 19 (87.25%),14.0,169.0
FCPT,20.568,24.09,-0.0630105017502917,0.0075282308657464,-0.0087064676616915,25.71,0,28,20 - 0 (100.00%),3.0,12.0
FELE,84.31200000000001,105.18,-0.0019925989183033,0.0086306098964328,-0.0077076791321724,105.39,0,29,12 - 0 (100.00%),1.0,1.0
FERG,177.01600000000002,219.34,-0.0087223753784968,0.0068857877341168,-0.0155014236001265,221.27,0,14,20 - 10 (66.67%),71.0,287.0
FDX,231.192,288.99,0.0164251547552054,0.0227200339738826,-0.0061550365785031,288.99,0,3,59 - 7 (89.39%),18.0,90.0
FFBC,19.424000000000003,21.36,-0.1202635914332784,-0.0078959591267998,-0.0013914656771798,24.28,0,-16,52 - 2 (96.30%),9.0,77.0
FE,30.992000000000004,37.79,-0.0245224574083635,-0.014859228362878,0.003925673907354,38.74,0,-21,35 - 1 (97.22%),17.0,17.0
FDS,390.32,443.86,-0.0902643984423037,-0.0019562431137993,-0.0061011040092968,487.9,0,3,6 - 0 (100.00%),2.0,2.0
FFIN,26.432000000000002,30.98,-0.0623486682808716,-0.0032175032175031,-0.0009643201542912,33.04,0,-16,46 - 11 (80.70%),14.0,188.0
FFIV,155.22400000000002,186.98,-0.0363345874349327,-0.0082215032090383,-0.0107047279214985,194.03,0,-15,40 - 4 (90.91%),29.0,88.0
FHN,12.32,14.79,-0.0396103896103896,-0.0020242914979757,-0.0100200400801603,15.4,0,-14,66 - 7 (90.41%),53.0,160.0
FGEN,2.184,2.44,-0.1062271062271063,-0.0757575757575758,0.0232558139534884,2.73,0,21,151 - 36 (80.75%),83.0,1004.0
FI,126.93599999999999,158.67,0.0120551090700342,0.0120551090700342,0.0031351973894684,158.67,0,-19,6 - 0 (100.00%),0.0,0.0
FHI,29.144000000000002,35.66,-0.0211364260225089,-0.0064084703259962,0.0135554927986445,36.43,0,-21,26 - 17 (60.47%),4.0,13.0
FICO,1067.992,1282.47,-0.0393411186600648,0.0125216128089942,-0.0079342700941461,1334.99,0,-21,45 - 7 (86.54%),10.0,53.0
FITB,29.608,36.03,-0.0264793299108347,-0.0060689655172413,-0.0032994226010447,37.01,0,-17,58 - 6 (90.62%),22.0,158.0
FIBK,25.496000000000002,26.28,-0.1754000627549419,-0.0026565464895635,0.0022822365918599,31.87,0,-20,48 - 12 (80.00%),10.0,165.0
FIVE,172.40800000000002,178.05,-0.173820240360076,0.0239820565907522,0.0169015731914146,215.51,0,4,96 - 4 (96.00%),173.0,867.0
FIS,57.84,72.3,0.0005535566011622,0.0170206780137851,0.0080828133862735,72.3,0,21,52 - 5 (91.23%),107.0,754.0
FIVN,65.216,62.98,-0.2274288518155054,0.0118894601542416,0.0231793522932763,81.52,0,24,99 - 20 (83.19%),51.0,830.0
FIX,258.632,318.25,-0.015589718209657,-0.0021008403361345,-0.0082716586852414,323.29,0,-20,37 - 0 (100.00%),0.0,0.0
FLS,36.760000000000005,45.61,-0.0073993471164309,0.0015371102327623,-0.0017536168347215,45.95,0,25,70 - 4 (94.59%),28.0,84.0
FIZZ,42.512,46.57,-0.1236356793375987,-0.0133474576271187,-0.0046393926613242,53.14,0,13,110 - 31 (78.01%),46.0,46.0
FLT,246.12800000000004,,,,,,,,,,
FLR,34.224000000000004,41.01,-0.0413744740532959,0.0066273932253313,-0.0102040816326529,42.78,0,25,133 - 24 (84.71%),7.0,55.0
FL,28.12,26.87,-0.2355618776671407,0.0386548125241592,0.0606806068060681,35.15,0,14,124 - 50 (71.26%),56.0,795.0
FMX,113.72800000000001,130.55,-0.0816685424873381,0.0104489164086689,-0.0025476723538949,142.16,0,22,45 - 3 (93.75%),23.0,23.0
FN,180.008,186.35,-0.1718145860183991,-0.0298313202832154,-0.025667038652734,225.01,0,-33,72 - 9 (88.89%),7.0,47.0
FLO,18.864,23.28,-0.0127226463104324,0.0012903225806453,0.0086767895878525,23.58,0,32,12 - 0 (100.00%),0.0,0.0
FMC,52.848000000000006,62.44,-0.054798667877687,-0.0060490289716651,0.0073765234124438,66.06,0,-28,48 - 24 (66.67%),29.0,205.0
FLEX,24.536,28.53,-0.0697750244538637,-0.00488315312173,-0.0020884093282282,30.67,0,-30,54 - 6 (90.00%),7.0,42.0
FMS,17.0,18.91,-0.1101176470588235,-0.0005285412262157,0.0096051227321238,21.25,0,25,51 - 33 (60.71%),81.0,163.0
FORM,36.928,43.39,-0.060008665511265,-0.0025287356321839,0.0048510048510048,46.16,0,-25,79 - 14 (84.95%),18.0,110.0
FOLD,11.616,11.43,-0.2128099173553719,-0.009532062391681,0.0008673026886383,14.52,0,19,112 - 24 (82.35%),55.0,834.0
FNB,11.184000000000001,13.56,-0.0300429184549355,-0.0044052863436122,0.0066518847006651,13.98,0,-15,53 - 1 (98.15%),16.0,33.0
FNV,93.736,113.82,-0.0285909362464795,-0.0090545011318127,0.0041965378562687,117.17,0,15,36 - 5 (87.80%),5.0,25.0
FNF,42.256,50.95,-0.0354032563422945,-0.0083690151810043,-0.0048421460391245,52.82,0,24,40 - 8 (83.33%),11.0,100.0
FOXF,55.528,48.38,-0.3029822792104883,-0.0218358269308531,0.0110384300899426,69.41,0,23,102 - 27 (79.07%),90.0,811.0
FRT,84.26400000000001,98.79,-0.0620905724864709,-0.0024235080278702,-0.0050236109715663,105.33,0,-26,35 - 2 (94.59%),8.0,48.0
FRPT,92.04,114.46,-0.0051282051282051,-0.0012216404886562,-0.0039113428943937,115.05,0,21,92 - 12 (88.46%),59.0,179.0
FR,43.84,51.35,-0.0629562043795619,-0.009069857197993,-0.0061373225930188,54.8,0,-15,31 - 0 (100.00%),9.0,78.0
FRME,30.352,33.37,-0.1204533473906167,-0.0026897788404065,-0.0020876826722338,37.94,0,-19,53 - 10 (84.13%),24.0,98.0
FRO,19.32,22.8,-0.0559006211180123,-0.0099869735128094,-0.0004340277777776,24.15,0,18,147 - 9 (94.23%),9.0,109.0
FSS,67.392,82.39,-0.0219610636277302,0.006228627259404,-0.0057073466909531,84.24,0,20,27 - 9 (75.00%),0.0,0.0
FUL,66.47200000000001,80.36,-0.0328559393428812,0.0070175438596491,-0.0110298673937291,83.09,0,-1,36 - 4 (90.00%),2.0,2.0
FTI,20.288,25.36,0.000789265982636,0.000789265982636,0.0023734177215188,25.36,0,-21,113 - 22 (83.70%),13.0,55.0
FSK,16.712,18.81,-0.099569171852561,0.0064205457463883,0.0037593984962405,20.89,0,21,35 - 2 (94.59%),3.0,18.0
FSLR,138.576,153.16,-0.1158064888580995,-0.0104025327905925,0.0095231883112647,173.22,0,20,129 - 31 (80.62%),8.0,97.0
FSV,136.904,164.3,-0.0399111786361244,-0.0025497814473044,-0.0069331404111654,171.13,0,-20,32 - 13 (71.11%),23.0,117.0
FTNT,58.455999999999996,67.45,-0.0769125496099629,-0.0064810723228752,-0.0060029282576866,73.07,0,-26,63 - 10 (86.30%),14.0,156.0
FTS,33.608,38.94,-0.0730778386098548,-0.0101677681748857,-0.0045546558704453,42.01,0,-25,9 - 0 (100.00%),3.0,3.0
G,29.224000000000004,32.31,-0.1155214891869695,0.0034161490683228,0.0100376411543288,36.53,0,-30,24 - 0 (100.00%),10.0,31.0
FTAI,53.36000000000001,66.7,0.0106060606060607,0.0106060606060607,0.0097919216646267,66.7,0,-21,61 - 8 (88.41%),15.0,90.0
FWRD,52.064,29.15,-0.5557079713458315,0.0065607734806629,-0.0065180102915951,65.08,0,19,41 - 34 (54.67%),37.0,112.0
FULT,13.576,15.28,-0.0995875073659399,-0.0045602605863191,0.0,16.97,0,-14,49 - 6 (89.09%),36.0,72.0
FWONK,58.64,67.79,-0.0751705320600272,0.0105843768634468,-0.0023795359904817,73.3,0,19,28 - 2 (93.33%),1.0,1.0
FUN,34.488,41.36,-0.0405938297378798,0.0063260340632602,-0.0067665538907685,43.11,0,-26,74 - 4 (94.87%),21.0,63.0
FWONA,53.064,60.29,-0.0910598522538821,0.0125965737319448,0.0054035798716649,66.33,0,19,30 - 3 (90.91%),5.0,5.0
GD,226.04000000000002,278.35,-0.0148646257299592,-0.0022582263961573,-0.0077535922606345,282.55,0,-20,19 - 0 (100.00%),0.0,0.0
GATX,106.208,131.38,-0.0103946971979511,0.007824486038662,0.0098380974513905,132.76,0,-19,31 - 0 (100.00%),14.0,42.0
GEF,53.52000000000001,66.9,0.0017969451931716,0.0017969451931716,0.0158198965622149,66.9,0,19,39 - 7 (84.78%),0.0,0.0
GBDC,13.024000000000001,16.28,0.0049382716049384,0.0049382716049384,0.0182275298554368,16.28,0,-33,18 - 1 (94.74%),0.0,0.0
GE,141.31199999999998,173.55,-0.017493206521739,0.0003458412588621,-0.0094775906365971,176.64,0,-19,95 - 23 (80.51%),23.0,93.0
GBCI,34.24,38.1,-0.1098130841121494,-0.0072954663887441,0.005501702908043,42.8,0,-16,49 - 12 (80.33%),12.0,152.0
GFI,12.912,15.42,-0.0446096654275093,0.0178217821782178,0.0019841269841269,16.14,0,-193,118 - 27 (81.38%),13.0,261.0
GDDY,97.296,120.94,-0.0055911856602532,8.269246671610553e-05,-0.0056734089787863,121.62,0,-26,31 - 1 (96.88%),2.0,17.0
GGG,75.712,93.28,-0.0143702451394759,-0.0024596299860978,-0.0089030206677264,94.64,0,-20,7 - 0 (100.00%),1.0,1.0
GGAL,20.92,25.66,-0.018738049713193,-0.018738049713193,0.0026840490797546,26.15,0,-193,164 - 32 (83.67%),11.0,171.0
GGB,3.9280000000000004,4.27,-0.1303462321792261,-0.0069767441860465,0.0,4.91,0,25,103 - 13 (88.79%),21.0,126.0
GHC,598.208,740.26,-0.0100299561356584,-0.0064957723795464,-0.0005767708878247,747.76,0,22,19 - 4 (82.61%),0.0,0.0
GFF,58.903999999999996,73.0,-0.0085562949884557,0.0004111278607648,0.0133314817386474,73.63,0,-25,98 - 12 (89.09%),75.0,451.0
GIL,30.28,36.66,-0.031439894319683,-0.0195239368815192,-0.0010686615014693,37.85,0,24,35 - 4 (89.74%),40.0,80.0
GILD,69.83200000000001,72.41,-0.1704662618856686,-0.0023422430421603,-0.0004131662305467,87.29,0,-21,9 - 1 (90.00%),0.0,0.0
GEN,19.344,21.9,-0.0942928039702233,0.0068965517241379,-0.0158371040723982,24.18,0,-31,58 - 15 (79.45%),15.0,137.0
GIS,55.54400000000001,68.34,-0.0156992654472131,-0.0115707260630604,0.0005788712011578,69.43,0,4,13 - 24 (35.14%),5.0,28.0
GL,102.72000000000001,116.48,-0.092834890965732,0.0005153753650575,0.008227245171906,128.4,0,-25,16 - 1 (94.12%),0.0,0.0
GKOS,77.06400000000001,89.7,-0.068825910931174,0.0110459873760144,0.0072661217075387,96.33,0,24,118 - 11 (91.47%),18.0,128.0
GIB,94.76,109.4,-0.0764035457999156,-0.0016426355174301,-0.0157190335039971,118.45,0,-20,9 - 1 (90.00%),0.0,0.0
GM,35.2,44.0,0.0103329506314582,0.0103329506314582,0.0113794705062701,44.0,0,-19,80 - 18 (81.63%),46.0,746.0
GLNG,19.648,23.52,-0.0423452768729641,-0.0088495575221239,-0.0104253544620517,24.56,0,18,118 - 14 (89.39%),1.0,9.0
GLPG,33.952,32.71,-0.2292648444863335,0.0009179926560587,-0.0024420024420024,42.44,0,-26,99 - 48 (67.35%),9.0,183.0
GLW,26.704000000000004,32.31,-0.0320551228280407,-0.0049276255004618,-0.0030703101013203,33.38,0,-19,38 - 2 (95.00%),5.0,26.0
GLOB,199.752,199.01,-0.2029716848892627,0.0056088933804951,0.0033461772459946,249.69,0,27,94 - 9 (91.26%),13.0,160.0
GLPI,39.904,45.2,-0.0938251804330393,0.003775260937153,-0.0015521064301552,49.88,0,20,11 - 0 (100.00%),0.0,0.0
GMAB,26.216000000000005,30.83,-0.0592004882514496,0.0283522348232154,0.0020053475935828,32.77,0,28,74 - 7 (91.36%),12.0,101.0
GMED,45.21600000000001,51.62,-0.0866949752300071,0.0091886608015641,-0.016724336793541,56.52,0,25,56 - 9 (86.15%),19.0,171.0
GME,14.696000000000002,15.5,-0.1562329885683179,0.0251322751322751,0.1541984732824426,18.37,0,0,247 - 57 (81.25%),23.0,452.0
GNTX,29.680000000000003,35.91,-0.0320754716981133,0.0002785515320333,-0.0071902654867256,37.1,0,-22,23 - 0 (100.00%),26.0,26.0
GNRC,104.74400000000001,118.84,-0.0923394180096235,0.0070333022625201,0.0181175049607453,130.93,0,-25,90 - 27 (76.92%),25.0,255.0
GNW,5.48,6.27,-0.0846715328467153,-0.0110410094637224,0.0095541401273884,6.85,0,24,92 - 9 (91.09%),7.0,35.0
