date_nr,Portfolio Value,Cash Value,BIO Position 1 Value,INTU Position 1 Value,MASI Position 1 Value,MSCI Position 1 Value,NXE Position 1 Value,NYT Position 1 Value,CCJ Position 1 Value,UMC Position 1 Value,AGI Position 1 Value,CCJ Position 2 Value,ACN Position 1 Value,BIO Position 2 Value,SBAC Position 1 Value,A Position 1 Value,AAON Position 1 Value,GFF Position 1 Value,PZZA Position 1 Value,JPM Position 1 Value,ANSS Position 1 Value,FUL Position 1 Value,EVTC Position 1 Value,ALV Position 1 Value,ITT Position 1 Value,ITT Position 2 Value,OSK Position 1 Value,KNX Position 1 Value,COOP Position 1 Value,IAC Position 1 Value,DIOD Position 1 Value,ATRC Position 1 Value,BN Position 1 Value,BALL Position 1 Value,BALL Position 2 Value,CALM Position 1 Value,CALM Position 2 Value,ASB Position 1 Value,AGI Position 2 Value,ALLY Position 1 Value,HBI Position 1 Value,AEM Position 1 Value,NMR Position 1 Value,HBI Position 2 Value,ASX Position 1 Value,HBI Position 3 Value,DXC Position 1 Value,DXC Position 2 Value,DXC Position 3 Value,T Position 1 Value,KFY Position 1 Value,ASX Position 2 Value,NWG Position 1 Value,MUFG Position 1 Value,CSL Position 1 Value,GOOG Position 1 Value,MAT Position 1 Value,RITM Position 1 Value,VIAV Position 1 Value,AIZ Position 1 Value,SBRA Position 1 Value,NHI Position 1 Value,YELP Position 1 Value,CMA Position 1 Value,CMA Position 2 Value,BPOP Position 1 Value,BIP Position 1 Value,VIAV Position 2 Value,MTB Position 1 Value,VIAV Position 3 Value,LHX Position 1 Value,VIAV Position 4 Value,EQNR Position 1 Value,EQNR Position 2 Value,VIAV Position 5 Value,AMN Position 1 Value,EQNR Position 3 Value,ABEV Position 1 Value,AMN Position 2 Value,TIMB Position 1 Value,SIRI Position 1 Value,PFE Position 1 Value,PFE Position 2 Value,KT Position 1 Value,FNB Position 1 Value,ABCB Position 1 Value,BKU Position 1 Value,WNS Position 1 Value,VLY Position 1 Value,NOK Position 1 Value,FHN Position 1 Value,CHDN Position 1 Value,EXLS Position 1 Value,NEP Position 1 Value,VGR Position 1 Value,CPB Position 1 Value,BOX Position 1 Value,AES Position 1 Value,ABEV Position 2 Value,BIP Position 2 Value,ROIC Position 1 Value,NOK Position 2 Value,OLN Position 1 Value,OLN Position 2 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ERF Position 2 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 3 Value,Scaled ^GSPC,Investment Value
2131,8274.986821999997,0.49999999999895195,1391.010039,0.0,998.0,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,927.340026,0.0,0.0,67.946662,0.0,1533.8700569999999,0.0,0.0,0.0,0.0,0.0,1350.930042,128.660004,245.30999100000002,0.0,0.0,1469.08,0.0,36.23,0.0,0.0,0.0,46.310001,46.310001,18.379999,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881.102782129369,10231.277011378797
2132,8427.423219999999,0.49999999999895195,1425.269988,0.0,1015.039976,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,950.179992,0.0,0.0,66.613334,0.0,1557.809962,0.0,0.0,0.0,0.0,0.0,1395.4499369999999,132.899994,248.79000000000002,0.0,0.0,1467.940038,0.0,37.279999,0.0,0.0,0.0,47.91,47.91,18.51,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8074.010443987471,10231.277011378797
2133,8457.186794999996,0.49999999999895195,1439.9400329999999,0.0,1021.520016,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,959.960022,0.0,0.0,67.90667,0.0,1543.75,0.0,0.0,0.0,0.0,0.0,1396.0800629999999,132.960006,246.660003,0.0,0.0,1481.239981,0.0,38.540001,0.0,0.0,0.0,47.48,47.48,18.49,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8063.501536566017,10231.277011378797
2134,8741.926560999997,0.49999999999895195,1516.739961,0.0,1085.04004,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,1011.159974,0.0,0.0,69.866668,0.0,1588.590019,0.0,0.0,0.0,0.0,0.0,1396.289958,132.979996,241.769988,0.0,0.0,1530.639962,0.0,39.439999,0.0,0.0,0.0,48.419998,48.419998,18.01,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8140.364584373136,10231.277011378797
2135,8928.360061999998,48.919997999998955,1523.519988,0.0,1108.800048,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,1015.679992,0.0,0.0,70.96,0.0,1588.780057,0.0,0.0,0.0,0.0,0.0,1460.7599579999999,139.119996,254.30999100000002,0.0,0.0,1594.100038,0.0,40.919998,0.0,0.0,0.0,0.0,49.419998,18.59,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8389.160937594439,10231.277011378797
2136,8910.209922999999,98.33999599999896,1523.070006,0.0,1118.400024,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,1015.380004,0.0,0.0,71.800004,0.0,1606.639962,0.0,0.0,0.0,0.0,0.0,1460.129979,139.059998,253.019988,0.0,0.0,1550.399962,0.0,40.709999,0.0,0.0,0.0,0.0,0.0,18.780001,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8364.219361615002,10231.277011378797
2137,8721.303511999999,49.919997999998955,1485.480012,0.0,1096.560056,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,990.320008,0.0,0.0,69.733338,0.0,1596.950057,0.0,0.0,0.0,0.0,0.0,1425.270063,135.740006,253.230012,0.0,0.0,1500.809962,0.0,39.66,0.0,0.0,0.0,0.0,0.0,18.59,6.96,34.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8195.738590522453,10231.277011378797
2138,8714.816748,0.43999999999938666,1488.2100209999999,0.0,1088.880008,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,992.140014,0.0,0.0,70.106666,0.0,1618.040076,0.0,0.0,0.0,0.0,0.0,1411.620021,134.440002,248.66999700000002,0.0,0.0,1489.219943,0.0,40.779999,0.0,0.0,0.0,0.0,0.0,18.540001,7.27,34.080002,10.49,47.759998,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8189.905310569562,10231.277011378797
2139,8586.693229999999,0.43999999999938666,1485.0,0.0,1045.359984,0.0,0.0,0.0,0.0,6.77,0.0,0.0,0.0,990.0,0.0,0.0,73.013336,0.0,1586.8799430000001,0.0,0.0,0.0,0.0,0.0,1412.039958,134.479996,246.41999700000002,0.0,0.0,1443.430019,0.0,40.860001,0.0,0.0,0.0,0.0,0.0,18.26,7.02,33.509998,10.29,45.759998,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8118.1676516335665,10231.277011378797
2140,8748.469851999997,0.43999999999938666,1507.019988,0.0,1087.199952,0.0,0.0,0.0,0.0,6.55,0.0,0.0,0.0,1004.679992,0.0,0.0,74.36,0.0,1645.399962,0.0,0.0,0.0,0.0,0.0,1417.5,135.0,246.089997,0.0,0.0,1458.059962,0.0,41.009998,0.0,0.0,0.0,0.0,0.0,18.5,7.5,34.200001,10.25,47.41,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8203.845282611099,10278.170364347618
2141,8819.496516,0.43999999999938666,1518.0,0.0,1093.199952,0.0,0.0,0.0,0.0,6.56,0.0,0.0,0.0,1012.0,0.0,0.0,75.706666,0.0,1623.930019,0.0,0.0,0.0,0.0,0.0,1414.349958,134.699996,243.54000000000002,0.0,0.0,1531.209924,0.0,42.5,0.0,0.0,0.0,0.0,0.0,18.440001,7.07,34.549999,10.44,45.540001,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8216.84122902293,10278.170364347618
2142,8809.926844999998,0.43999999999938666,1529.010039,0.0,1099.520016,0.0,0.0,0.0,0.0,6.36,0.0,0.0,0.0,1019.340026,0.0,0.0,74.586662,0.0,1618.040076,0.0,0.0,0.0,0.0,0.0,1406.370021,133.940002,240.870003,0.0,0.0,1516.58,0.0,42.610001,0.0,0.0,0.0,0.0,0.0,18.33,7.07,34.139999,10.19,45.23,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246.201351506541,10278.170364347618
2143,8921.083246,0.43999999999938666,1537.619934,0.0,1101.599976,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,1025.079956,0.0,0.0,74.373336,0.0,1657.180019,0.0,0.0,0.0,0.0,0.0,1446.060021,137.720002,246.0,0.0,0.0,1520.0,0.0,44.02,0.0,0.0,0.0,0.0,0.0,18.57,7.19,34.990002,10.77,45.27,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8369.602356880228,10278.170364347618
2144,8872.719928999997,0.43999999999938666,1551.359985,0.0,1092.0,0.0,0.0,0.0,0.0,6.79,0.0,0.0,0.0,1034.23999,0.0,0.0,72.96,0.0,1647.299943,0.0,0.0,0.0,0.0,0.0,1424.0099579999999,135.619996,243.0,0.0,0.0,1497.200057,0.0,43.779999,0.0,0.0,0.0,0.0,0.0,18.540001,7.22,34.740002,10.89,45.169998,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8362.6533151313,10278.170364347618
2145,8717.330247,0.43999999999938666,1565.609985,0.0,1054.560056,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,1043.73999,0.0,0.0,72.559998,0.0,1627.540076,0.0,0.0,0.0,0.0,0.0,1378.860084,131.320008,240.80999100000002,0.0,0.0,1430.700057,0.0,42.080002,0.0,0.0,0.0,0.0,0.0,18.34,7.18,34.110001,10.7,44.889999,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8266.253152022304,10278.170364347618
2146,8589.933229999999,0.43999999999938666,1500.870027,0.0,1051.599976,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,1000.580018,0.0,0.0,73.493332,0.0,1607.969943,0.0,0.0,0.0,0.0,0.0,1388.939979,132.279998,241.46999399999999,0.0,0.0,1421.389962,0.0,42.700001,0.0,0.0,0.0,0.0,0.0,18.34,7.11,34.060001,10.88,43.889999,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8189.840910043342,10278.170364347618
2147,8507.613464,0.43999999999938666,1497.510039,0.0,1008.400024,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,998.340026,0.0,0.0,71.693336,0.0,1624.309962,0.0,0.0,0.0,0.0,0.0,1379.4900420000001,131.380004,239.849991,0.0,0.0,1385.100038,0.0,42.560001,0.0,0.0,0.0,0.0,0.0,18.0,7.4,33.639999,10.74,44.740002,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8153.339586513125,10278.170364347618
2148,8273.433366999998,0.43999999999938666,1463.850036,0.0,1004.640016,0.0,0.0,0.0,0.0,6.62,0.0,0.0,0.0,975.900024,0.0,0.0,70.733338,0.0,1561.2299620000001,0.0,0.0,0.0,0.0,0.0,1365.210042,130.020004,237.870003,0.0,0.0,1295.799943,0.0,42.459999,0.0,0.0,0.0,0.0,0.0,17.629999,7.15,33.139999,10.43,42.990002,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8128.890707050134,10278.170364347618
2149,8475.483271999996,0.43999999999938666,1482.120027,0.0,1022.799984,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,988.080018,0.0,0.0,71.973336,0.0,1609.299943,0.0,0.0,0.0,0.0,0.0,1405.5300000000002,133.86,241.70999999999998,0.0,0.0,1348.809962,0.0,43.75,0.0,0.0,0.0,0.0,0.0,18.280001,7.06,34.43,10.63,42.610001,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8284.975563887408,10278.170364347618
2150,8284.120077,0.43999999999938666,1427.370027,0.0,1010.479984,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,951.580018,0.0,0.0,69.64,0.0,1555.530057,0.0,0.0,0.0,0.0,0.0,1393.560021,132.720002,241.53000600000001,0.0,0.0,1329.809962,0.0,43.290001,0.0,0.0,0.0,0.0,0.0,18.57,7.3,34.57,10.86,42.709999,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8215.68357868321,10278.170364347618
2151,8623.683230999999,0.43999999999938666,1470.269988,0.0,1068.640016,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,980.179992,0.0,0.0,72.413338,0.0,1632.4799620000001,0.0,0.0,0.0,0.0,0.0,1455.090021,138.580002,253.769988,0.0,0.0,1379.209924,0.0,43.91,0.0,0.0,0.0,0.0,0.0,19.18,7.43,33.32,11.32,42.98,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8442.668879037166,10278.170364347618
2152,8775.860026999997,19.299999999999386,1488.120027,0.0,1104.319944,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,992.080018,0.0,0.0,74.080002,0.0,1656.610038,0.0,0.0,0.0,0.0,0.0,1464.960042,139.520004,256.20000600000003,0.0,0.0,1425.3799430000001,0.0,46.91,0.0,0.0,0.0,0.0,0.0,19.290001,7.17,33.880001,0.0,41.040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8492.44521864104,10278.170364347618
2153,9043.799889,19.299999999999386,1603.229919,0.0,1139.599976,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,1068.819946,0.0,0.0,76.839996,0.0,1648.440038,0.0,0.0,0.0,0.0,0.0,1488.479937,141.759994,257.940009,0.0,0.0,1442.290076,0.0,47.82,0.0,0.0,0.0,0.0,0.0,19.299999,7.29,34.009998,0.0,41.380001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576.192386530372,10278.170364347618
2154,8893.893344999997,0.43999999999938666,1573.859985,0.0,1111.359984,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,1049.23999,0.0,0.0,75.733338,0.0,1637.989981,0.0,0.0,0.0,0.0,0.0,1481.5500630000001,141.100006,256.58999700000004,0.0,0.0,1412.08,0.0,46.080002,0.0,0.0,0.0,0.0,0.0,19.82,7.21,33.48,0.0,40.279999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8496.155355067562,10278.170364347618
2155,8852.183484,0.43999999999938666,1584.539979,0.0,1110.560056,0.0,0.0,0.0,0.0,6.87,0.0,0.0,0.0,1056.359986,0.0,0.0,75.253334,0.0,1607.780057,0.0,0.0,0.0,0.0,0.0,1473.9900420000001,140.380004,261.690009,0.0,0.0,1379.590019,0.0,44.849998,0.0,0.0,0.0,0.0,0.0,20.219999,6.98,33.080002,0.0,38.439999,0.0,11.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8507.329218456896,10278.170364347618
