date_nr,Portfolio Value,Cash Value,ATRC Position 1 Value,BIO Position 1 Value,INTU Position 1 Value,MASI Position 1 Value,MSCI Position 1 Value,NXE Position 1 Value,AGI Position 1 Value,CCJ Position 1 Value,ACN Position 1 Value,BIO Position 2 Value,SBAC Position 1 Value,FSS Position 1 Value,A Position 1 Value,AAON Position 1 Value,PZZA Position 1 Value,ANSS Position 1 Value,JPM Position 1 Value,FUL Position 1 Value,EVTC Position 1 Value,ITT Position 1 Value,ITT Position 2 Value,OSK Position 1 Value,COOP Position 1 Value,ERIC Position 1 Value,IAC Position 1 Value,NTES Position 1 Value,PEGA Position 1 Value,SUZ Position 1 Value,PAAS Position 1 Value,ASB Position 1 Value,NMR Position 1 Value,ASX Position 1 Value,AEM Position 1 Value,DXC Position 1 Value,SNY Position 1 Value,DXC Position 2 Value,KFY Position 1 Value,ASX Position 2 Value,IP Position 1 Value,GOOG Position 1 Value,CSL Position 1 Value,RITM Position 1 Value,SBRA Position 1 Value,NHI Position 1 Value,USM Position 1 Value,CMA Position 1 Value,BIP Position 1 Value,VIAV Position 1 Value,VIAV Position 2 Value,EQNR Position 1 Value,EQNR Position 2 Value,ABEV Position 1 Value,AMN Position 1 Value,SIRI Position 1 Value,SIRI Position 2 Value,PFE Position 1 Value,WNS Position 1 Value,AGYS Position 1 Value,FHN Position 1 Value,EXLS Position 1 Value,FHN Position 2 Value,CWEN Position 1 Value,VGR Position 1 Value,BIP Position 2 Value,NOK Position 1 Value,OPCH Position 1 Value,FLEX Position 1 Value,ELP Position 1 Value,FLEX Position 2 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2152,8596.560016,4.119999999999713,0.0,1488.120027,0.0,1104.319944,0.0,0.0,0.0,0.0,0.0,992.080018,0.0,37.209999,0.0,74.080002,1656.610038,0.0,0.0,0.0,0.0,488.320014,139.520004,1110.200026,0.0,7.31,1425.3799430000001,0.0,50.0,0.0,0.0,19.290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8492.44521864104,10278.170364347618
2153,8854.31996,4.119999999999713,0.0,1603.229919,0.0,1139.599976,0.0,0.0,0.0,0.0,0.0,1068.819946,0.0,37.869999,0.0,76.839996,1648.440038,0.0,0.0,0.0,0.0,496.159979,141.759994,1117.740039,0.0,7.46,1442.290076,0.0,50.689999,0.0,0.0,19.299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576.192386530372,10278.170364347618
2154,8722.143293,0.34999999999971365,0.0,1573.859985,0.0,1111.359984,0.0,0.0,0.0,0.0,0.0,1049.23999,0.0,37.470001,0.0,75.733338,1637.989981,0.0,0.0,0.0,0.0,493.850021,141.100006,1111.889987,0.0,7.33,1412.08,0.0,50.07,0.0,0.0,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8496.155355067562,10278.170364347618
2155,8693.193488,0.34999999999971365,0.0,1584.539979,0.0,1110.560056,0.0,0.0,0.0,0.0,0.0,1056.359986,0.0,37.700001,0.0,75.253334,1607.780057,0.0,0.0,0.0,0.0,491.33001400000006,140.380004,1133.990039,0.0,7.32,1379.590019,0.0,47.82,0.0,0.0,20.219999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8507.329218456896,10278.170364347618
2156,8603.043286999999,20.569998999999715,0.0,1604.039979,0.0,1119.04004,0.0,0.0,0.0,0.0,0.0,1069.359986,0.0,37.810001,0.0,75.493332,1593.909981,0.0,0.0,0.0,0.0,494.68998600000003,141.339996,1119.040026,0.0,7.24,1274.139962,0.0,46.369999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8409.127393312141,10278.170364347618
2157,8813.300063,20.569998999999715,0.0,1640.0700060000001,0.0,1140.800048,0.0,0.0,0.0,0.0,0.0,1093.380004,0.0,38.599998,0.0,76.760002,1620.889962,0.0,0.0,0.0,0.0,507.01000000000005,144.86,1163.630026,0.0,7.42,1311.760019,0.0,47.549999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8629.078830404213,10278.170364347618
2158,8897.789938,0.34999999999971365,0.0,1679.5799550000002,0.0,1161.199952,0.0,0.0,0.0,0.0,0.0,1119.71997,0.0,40.59,0.0,78.68,1710.760019,0.0,0.0,0.0,0.0,517.090021,147.740006,1091.610013,0.0,7.4,1302.83,0.0,40.240002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8733.778368184634,10278.170364347618
2159,9059.776684,40.93999999999971,0.0,1689.78003,0.0,1156.640016,0.0,0.0,0.0,0.0,0.0,1126.52002,0.0,0.0,0.0,80.22667,1821.909981,0.0,0.0,0.0,0.0,525.209993,150.059998,1119.299974,0.0,7.54,1301.5,0.0,40.150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8857.865794938538,10278.170364347618
2160,9021.309834,40.93999999999971,0.0,1660.8299550000002,0.0,1158.319944,0.0,0.0,0.0,0.0,0.0,1107.21997,0.0,0.0,0.0,81.760002,1791.1299430000001,0.0,0.0,0.0,0.0,522.9699929999999,149.419998,1098.369974,0.0,7.57,1339.1200569999999,0.0,40.419998,0.0,0.0,0.0,0.0,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8832.859295147773,10325.278645184211
2161,9057.930100999998,82.11000199999971,0.0,1643.880066,0.0,1165.119992,0.0,0.0,0.0,0.0,0.0,1095.920044,0.0,0.0,0.0,0.0,1801.58,0.0,0.0,0.0,0.0,514.290007,146.940002,1100.319987,0.0,7.48,1395.17,0.0,39.82,0.0,0.0,0.0,0.0,23.08,42.220001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8774.011291409095,10325.278645184211
2162,9159.899763,82.11000199999971,0.0,1645.649964,0.0,1202.07996,0.0,0.0,0.0,0.0,0.0,1097.099976,0.0,0.0,0.0,0.0,1838.6299430000001,0.0,0.0,0.0,0.0,526.399979,150.399994,1085.5,0.0,7.54,1417.969943,0.0,40.310001,0.0,0.0,0.0,0.0,23.6,42.610001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8911.223467771879,10325.278645184211
2163,9013.330085,0.34999999999971365,0.0,1616.520081,0.0,1206.07996,0.0,0.0,0.0,0.0,0.0,1077.680054,0.0,0.0,0.0,0.0,1783.909981,0.0,0.0,0.0,0.0,539.2800070000001,154.080002,1078.740039,0.0,7.67,1442.4799620000001,0.0,38.700001,0.0,0.0,0.0,0.0,24.08,43.759998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8904.296414720386,10325.278645184211
2164,9120.710034,0.34999999999971365,0.0,1618.950072,0.0,1227.680056,0.0,0.0,0.0,0.0,0.0,1079.300048,0.0,0.0,0.0,0.0,1747.049943,0.0,0.0,0.0,0.0,548.590021,156.740006,1081.599961,0.0,7.64,1469.459924,0.0,38.950001,0.0,0.0,0.0,0.0,24.32,43.459999,76.620003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.82028990802,10325.278645184211
2165,9168.160099,0.34999999999971365,0.0,1605.240051,0.0,1236.880008,0.0,0.0,0.0,0.0,0.0,1070.160034,0.0,0.0,0.0,0.0,1771.940038,0.0,0.0,0.0,0.0,552.020007,157.720002,1092.259961,0.0,7.55,1485.42,0.0,40.720001,0.0,0.0,0.0,0.0,24.24,45.0,78.659997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8878.818688114732,10325.278645184211
2166,8950.940005,45.34999999999971,0.0,1556.5799550000002,0.0,1185.359984,0.0,0.0,0.0,0.0,0.0,1037.71997,0.0,0.0,0.0,0.0,1723.8700569999999,0.0,0.0,0.0,0.0,546.2800070000001,156.080002,1069.770013,0.0,7.48,1482.760019,0.0,38.849998,0.0,0.0,0.0,0.0,23.56,0.0,77.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8841.095313718577,10325.278645184211
2167,9165.549955,45.34999999999971,0.0,1645.46997,0.0,1262.239992,0.0,0.0,0.0,0.0,0.0,1096.97998,0.0,0.0,0.0,0.0,1725.7700379999999,0.0,0.0,0.0,0.0,570.429986,162.979996,1105.7799739999998,0.0,7.78,1398.590019,0.0,40.43,0.0,0.0,0.0,0.0,24.76,0.0,78.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9029.327869248607,10325.278645184211
2168,9174.929978999999,25.109999999999715,0.0,1647.359985,0.0,1225.680056,0.0,0.0,0.0,0.0,0.0,1098.23999,0.0,0.0,0.0,0.0,1719.5,0.0,0.0,0.0,0.0,572.040007,163.440002,1125.4099999999999,0.0,7.72,1427.469943,0.0,40.610001,0.0,0.0,0.0,0.0,0.0,0.0,78.929997,43.419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9022.957915384395,10325.278645184211
2169,9258.189876,188.5500019999997,0.0,1646.21997,0.0,1234.95996,0.0,0.0,0.0,0.0,0.0,1097.47998,0.0,0.0,0.0,0.0,1764.909981,0.0,0.0,0.0,0.0,582.050014,0.0,1122.680013,0.0,7.65,1447.2299620000001,0.0,42.169998,0.0,0.0,0.0,0.0,0.0,0.0,79.919997,44.369999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9179.256918072173,10325.278645184211
2170,9358.110203,745.8400159999997,0.0,1639.5600600000002,0.0,1278.160032,0.0,0.0,0.0,0.0,0.0,1093.04004,0.0,0.0,0.0,0.0,1823.6200569999999,0.0,0.0,0.0,0.0,0.0,0.0,1141.5299739999998,0.0,7.59,1462.430019,0.0,42.41,0.0,0.0,0.0,0.0,0.0,0.0,80.100003,43.830002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.694364361272,10325.278645184211
2171,9206.089853,582.4000139999997,0.0,1601.909913,0.0,1355.04004,0.0,0.0,0.0,0.0,0.0,1067.939942,0.0,0.0,0.0,0.0,1776.5,0.0,0.0,0.0,0.0,0.0,0.0,1157.259961,0.0,7.64,1490.739981,0.0,41.810001,0.0,0.0,0.0,0.0,0.0,0.0,80.03999999999999,44.810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9232.980054080223,10325.278645184211
2172,9183.629803,0.04999999999984084,0.0,1572.3299550000002,0.0,1324.319944,0.0,0.0,0.0,0.0,0.0,1048.21997,0.0,0.0,0.0,0.0,1769.659981,0.0,0.0,0.0,0.0,0.0,0.0,1114.619974,0.0,7.63,1408.659981,0.0,40.599998,0.0,0.0,0.0,0.0,0.0,0.0,77.76,42.18,777.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9166.153638164846,10325.278645184211
2173,9085.180033999999,0.04999999999984084,0.0,1558.710021,0.0,1279.439944,0.0,0.0,0.0,0.0,0.0,1039.140014,0.0,0.0,0.0,0.0,1750.280057,0.0,0.0,0.0,0.0,0.0,0.0,1115.6599999999999,0.0,7.66,1387.0,0.0,40.459999,0.0,0.0,0.0,0.0,0.0,0.0,78.69,41.189999,786.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9186.956783872147,10325.278645184211
2174,8839.980044,0.04999999999984084,0.0,1530.600036,0.0,1245.760008,0.0,0.0,0.0,0.0,0.0,1020.400024,0.0,0.0,0.0,0.0,1677.889962,0.0,0.0,0.0,0.0,0.0,0.0,1104.610013,0.0,7.59,1317.08,0.0,39.040001,0.0,0.0,0.0,0.0,0.0,0.0,77.78999999999999,41.27,777.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9068.44503067703,10325.278645184211
2175,8570.540029,0.04999999999984084,0.0,1500.300018,0.0,1220.880008,0.0,0.0,0.0,0.0,0.0,1000.200012,0.0,0.0,0.0,0.0,1632.100038,0.0,0.0,0.0,0.0,0.0,0.0,1070.939961,0.0,7.28,1245.639962,0.0,37.419998,0.0,0.0,0.0,0.0,0.0,0.0,74.070003,40.959999,740.70003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8874.379718479211,10325.278645184211
2176,8518.770074999999,0.04999999999984084,0.0,1483.859985,0.0,1197.359984,0.0,0.0,0.0,0.0,0.0,989.23999,0.0,0.0,0.0,0.0,1612.530057,0.0,0.0,0.0,0.0,0.0,0.0,1086.540026,0.0,7.3,1236.33,0.0,36.209999,0.0,0.0,0.0,0.0,0.0,0.0,75.330003,40.720001,753.30003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854.520075116514,10325.278645184211
2177,8609.970078999999,0.04999999999984084,0.0,1497.269988,0.0,1224.160032,0.0,0.0,0.0,0.0,0.0,998.179992,0.0,0.0,0.0,0.0,1628.680019,0.0,0.0,0.0,0.0,0.0,0.0,1079.520013,0.0,7.3,1271.67,0.0,36.57,0.0,0.0,0.0,0.0,0.0,0.0,75.090003,40.580002,750.90003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8880.34127834405,10325.278645184211
2178,8783.670056999998,0.04999999999984084,0.0,1543.890015,0.0,1258.800048,0.0,0.0,0.0,0.0,0.0,1029.26001,0.0,0.0,0.0,0.0,1634.950057,0.0,0.0,0.0,0.0,0.0,0.0,1098.759961,0.0,7.43,1289.149962,0.0,37.080002,0.0,0.0,0.0,0.0,0.0,0.0,76.71000000000001,40.490002,767.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9005.479543082667,10325.278645184211
2179,8425.579998999998,0.04999999999984084,0.0,1485.839997,0.0,1214.319944,0.0,0.0,0.0,0.0,0.0,990.559998,0.0,0.0,0.0,0.0,1558.569981,0.0,0.0,0.0,0.0,0.0,0.0,1055.990039,0.0,7.2,1233.100038,0.0,36.240002,0.0,0.0,0.0,0.0,0.0,0.0,72.99,40.82,729.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8702.102419591874,10325.278645184211
2180,8369.269820000001,0.04999999999984084,0.0,1464.929994,0.0,1202.319944,0.0,0.0,0.0,0.0,0.0,976.619996,0.0,0.0,0.0,0.0,1561.799943,0.0,0.0,0.0,0.0,0.0,0.0,1047.930013,0.0,7.14,1226.639962,0.0,36.27,0.0,0.0,0.0,0.0,0.0,0.0,73.169997,40.700001,731.69997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644.091107987406,10325.278645184211
2181,8369.950069999997,0.04999999999984084,0.0,1450.5,0.0,1196.239992,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,0.0,1601.700057,0.0,0.0,0.0,0.0,0.0,0.0,1047.150039,0.0,7.25,1213.529981,0.0,36.459999,0.0,0.0,0.0,0.0,0.0,0.0,73.53,41.240002,735.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8548.762727134963,10325.278645184211
2182,8296.960077,0.04999999999984084,0.0,1455.120027,0.0,1175.119992,0.0,0.0,0.0,0.0,0.0,970.080018,0.0,0.0,0.0,0.0,1535.7700379999999,0.0,0.0,0.0,0.0,0.0,0.0,1036.880026,0.0,7.43,1221.1299430000001,0.0,36.610001,0.0,0.0,0.0,0.0,0.0,0.0,74.340003,41.029999,743.40003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8481.93683450469,10325.278645184211
2183,8349.730067999999,0.04999999999984084,0.0,1458.75,0.0,1169.359984,0.0,0.0,0.0,0.0,0.0,972.5,0.0,0.0,0.0,0.0,1528.360038,0.0,0.0,0.0,0.0,0.0,0.0,1034.2799739999998,0.0,7.21,1220.940038,0.0,36.779999,0.0,0.0,0.0,0.0,0.0,0.0,80.100003,40.400002,801.00003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8507.35068601384,10372.602838974639
2184,8283.659999999998,0.04999999999984084,0.0,1434.9600209999999,0.0,1154.160032,0.0,0.0,0.0,0.0,0.0,956.640014,0.0,0.0,0.0,0.0,1506.1299430000001,0.0,0.0,0.0,0.0,0.0,0.0,1032.200026,0.0,7.21,1209.729962,0.0,35.66,0.0,0.0,0.0,0.0,0.0,0.0,82.44,40.080002,824.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8416.011511249746,10372.602838974639
2185,8229.800077999998,906.8899999999999,0.0,1433.730012,0.0,1137.04004,0.0,0.0,0.0,0.0,0.0,955.820008,0.0,0.0,0.0,0.0,1517.149962,0.0,0.0,0.0,0.0,0.0,0.0,1017.9000390000001,0.0,7.19,1179.140019,0.0,35.349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8381.547463162733,10372.602838974639
2186,8439.950094,906.8899999999999,0.0,1474.140015,0.0,1179.520016,0.0,0.0,0.0,0.0,0.0,982.76001,0.0,0.0,0.0,0.0,1571.680019,0.0,0.0,0.0,0.0,0.0,0.0,1029.080052,0.0,7.21,1212.199981,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.470001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8535.273563066192,10372.602838974639
2187,8552.179858,0.04999999999984084,0.0,1500.989961,0.0,1232.07996,0.0,0.0,0.0,0.0,0.0,1000.659974,0.0,0.0,0.0,0.0,1596.569981,0.0,0.0,0.0,0.0,0.0,0.0,1038.959974,0.0,7.24,1224.360038,0.0,38.240002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.080002,0.0,872.949966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8591.69788391512,10372.602838974639
2188,8757.140051999999,0.04999999999984084,0.0,1528.140015,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,1018.76001,0.0,0.0,0.0,0.0,1605.5,0.0,0.0,0.0,0.0,0.0,0.0,1070.549974,0.0,7.44,1311.190038,0.0,40.029999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.799999,0.0,884.6800169999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8722.905565299176,10372.602838974639
2189,8817.209802,0.04999999999984084,0.0,1538.369934,0.0,1252.0,0.0,0.0,0.0,0.0,0.0,1025.579956,0.0,0.0,0.0,0.0,1604.549943,0.0,0.0,0.0,0.0,0.0,0.0,1078.2200260000002,0.0,7.46,1325.6299430000001,0.0,41.669998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.490002,0.0,902.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8815.231177521762,10372.602838974639
